word,score
그대 어이가리,36
어이가리,34
그대,16
재미있게,15
그대 어이가리 그대,12
어이가리 그대,11
재미있어요,9
어이가리 그대 어이가리,8
그대어이가리,8
쓸만한 영화는 아닙니다,8
평을 쓸만한 영화는,8
영화는 아닙니다,8
쓸만한 영화는,8
웃으면서 평을 쓸만한,8
잘봤습니다,7
좋았습니다,6
보았습니다,6
재밌게,6
현실적이여서 슬픈영화,6
감사합니다,5
어이가리a song dear,5
현실적이여서,5
슬픈영화,5
그대 어이가리a song,5
좋은,5
어이가리a song,5
재미있어요 재미있어요,5
재미있게 보았습니다,5
그대 어이가리a,4
감동적인,4
그럭저럭,4
어이가리a,4
좋았어요,4
재미있어용 재미있어요,4
잘봤습니다 감사합니다,3
재미있어용,3
할아버지 할머니와 유사한,3
잔잔하고,3
몰입해서 집중해서,3
몰입해서 집중해서 감명깊게,3
사례라정말 몰입해서 집중해서,3
할아버지 할머니와,3
영화네요,3
현실적인,3
재미있게 잘봤습니다,3
추천하지는 않습니다,3
잘보고 왔습니다,3
추천하지는,2
잘보고,2
관람했습니다,2
볼만합니다,2
재밌어요,2
생각보다,2
먹먹한,2
기대안하고,2
생각하게,2
슬픈,2
영화였어요,2
그대 어이가리 재밌게,2
해당영화를관람하였습니다,2
굿굿긋긋굿굿,2
내점수는 별2개,2
그대 어이가리 재미있게,2
감명깊게,2
가슴이 아픈 영화네요,2
재미나게,2
좋은 관람했습니다,2
gz,2
재밌어요 재밌어요 재밌어요,2
볼만해요볼만해요볼만해요,2
좋네요,1
재밌어요 재밌어요,1
한국인에게 와닿는 연기와,1
배우들의 연기가,1
기대안하고 보면,1
영화였습니다,1
생각이,1
아픈 영화네요,1
잘봤어요,1
어이가리 재밌게,1
어이가리 재미있게,1
한국인에게 와닿는,1
배우들의 연기,1
가슴이 아픈,1
정말로,1
치매라는게,1
어르신들의,1
한국인에게,1
세상에서 가장,1
다큐멘터리,1
영화입니다,1
슬프네요,1
연기와 연출,1
와닿는 연기와 연출,1
누구에게나,1
내점수는,1
잔잔한,1
보다,1
배우들의,1
어이하리,1
현실감,1
볼만,1
진부함,1
여운이,1
연기는,1
가슴이,1
울림이,1
슬퍼요,1
연기가,1
별2개,1
왔습니다,1
슬펐습니다,1
볼만했어요,1
재미있었어요,1
않습니다,1
기대안하고 보면 잼나여,1
기대안하고 봐도 별로임,1
기대안하고 보면 그럭저럭,1
폭풍오열했네요 가슴먹먹해지는 이야기였습니다,1
정말로 고마웠어요,1
진짜 같아서 슬펐습니다,1
여러모로 가슴아픈 통속극,1
그럭저럭 볼만했어요,1
진부한 연출과 이야기,1
여운이 남는 영화네요,1
여운이 오래가는,1
부모님이랑 봤는데 감동적으로,1
볼만합니다 볼만합니다,1
어이가리어이가리어이가리,1
기대 했는데 볼만,1
조그만 울림이 영화였어요,1
그럭저럭 볼만한거 같네요,1
그대어이가리 슬펐어요,1
재밌어요 좋아요오오오 옹옹,1
그대 어이가리 잘봤어요,1
감동 감동좋은영화입니다,1
영화너무 잼있게 잘봤습니다,1
그대 어이가리 재밌어요,1
그대 어이가리 좋았어요,1
감독님 이래가지고 어이하리,1
보았습니다 좋았어요,1
영화가 감동뭉클슬퍼요,1
진짜 슬픈 영화네요,1
그대어이가리 그대 어이가리,1
그대어이가리 이창열 그대,1
그럭저럭 무난하게,1
그대어이가리 잘봤씁니다,1
그대어이가리 좋았습니다,1
그대어이가리볼만합니다,1
현실이 느껴져서 슬펐습니다,1
재밌어요좋아좋아요오옹,1
그대여 내게서 가지마오,1
재밌었어요 보고싶어요,1
저냥 볼만했어요,1
그랬어요 별루,1
볼만한 작품이었습니다,1
감동적이에요 재미있게봤습니다,1
평범하지만 결말이 인상적이다,1
기억이 사라진다는 것은,1
기억은 소리가 나지않을까,1
비추천 합니당,1
좋아요오오옹 재밌어요,1
아끼세호용,1
심각하지만 좋은영화,1
서쿠로 봤는데 좋았어요,1
신파라도 나진 않는다,1
시간이아깝 공짜니까뭐,1
좋았습니다좋았습니다,1
슬플까봐 엄마 보여드렸어요,1
스토리 진행이 진부함,1
스토리가 좋았어요,1
좋은 작품 잘보았습니다,1
내용이 와닿았습니다,1
슬픈 현대의 이야기,1
노년분들이 보시기 괜찮은,1
슬픈 영화에요,1
좋았어요 골든에그 드립니다,1
좋은 영화입니다 추천합니다,1
슬프네요 잘봤습니다,1
슬프네여,1
좋았어요v,1
너무도 슬프고도 현실적인이야기였네요,1
슬펐어요 안타깝네요 잘봤어요,1
너무나도 현실적이어서 먹먹하다,1
좋은 영화였어요,1
너무나 슬픈 현실입니다,1
생각했던 보다 아쉬웠어요,1
좋네요 잘봤습니다,1
아쉬우면서도 먹먹한,1
다큐멘터리 다큐멘터,1
그대 어이가리 안녕히,1
어르신들의 이냐기가 슬프네요,1
대사중꽃처럼아릅답게좋은모습으로생을마감하고자하는정아미님의역과선동혁님의연기력이선동혁남의창이어울려서한연기는중년배우만이해낼수있는역활을감동깊게관람했으며배우님연기모두좋았으며많은분이사랑하는사람과가족과함우리만족의국악에대해서도좋은음악이란걸공감하시길적극추천합니다,1
제일 끝이 슬프고충격적이었어요,1
평론가들한테 낚였음,1
지혜롭게 자유롭게 슬기롭게,1
어디로갔나 어디로갔나 어딜가,1
살아간다는건,1
죽지도 못하고,1
치매가 사실적으로 그려졌어요,1
알포아트린 도네페질 먹어야하나,1
나쁘지 않았습니다 볼만합니다,1
생각했던 것보다 좋았어요,1
생각 보다 괜챃았어요,1
생각보다 괜찮네요 볼만합니다,1
생각보다 볼만,1
생각보다 재미는 없었습니다,1
안타까운 이야기네요,1
안타까운 어르신들의 이야기였어요,1
조금만 편집했더라면 좋았을텐데요,1
생각보다는 별로였네요,1
