"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"카시오페아","choe****","2022.06.14. 18:58","10","이 영화가 대체 왜 뜨지 않은 건지 의문이다 영화 상영 시간을 더 늘리고 홍보만 좀 더 했으면 충분히 상위권에 자리잡았을 영화.","162","11"
"카시오페아","gaiv****","2022.07.02. 13:16","8","서현진이 영화를 집중하게 하고 안성기가 영화를 완성한다.","103","1"
"카시오페아","hdk4****","2022.06.01. 14:47","10","오랜만에 마음을 건드리는 따뜻한 영화였습니다. 휴지는 꼬옥 챙겨가세요…","87","6"
"카시오페아","sysi****","2022.06.07. 02:36","9","알츠하이머 치료제좀 나와라 ㅜㅜ","82","4"
"카시오페아","ysh9****","2022.06.06. 20:41","10","아무나 감당할 수 있진 않지만, 누구에게나 일어날 수 있는, 지극히 현실적이면서도 판타지 같은 이야기. 두 시간이 슬프지 않은 것도, 마냥 슬프기만한 것도 아니면서 감동의 울림 있는 이야기. 단언컨데 서현진 배우님의 연기력이 정말 미친 연기..극장을 나가면서 떠오르는 소중한 가족이 있고, 극장을 나가서도 생생한 장면들이 많은 영화입니다.","80","3"
"카시오페아","hmyo****","2022.06.08. 16:39","9","슬픈 내용이지만 담담한 연출 미친 연기력이 몰입하게 만듦","71","2"
"카시오페아","01kt****","2022.06.01. 23:31","10","가슴이 먹먹해지고 여운이 남는 명작이네여. 주연인 서현진, 안성기 배우님과 다른 조연분들의 연기도 아주 좋았습니다.","62","2"
"카시오페아","spac****","2022.06.12. 09:31","8","배우들의 연기가 너무 좋았어요마지막 장면 딸의 모습 너무감동이었습니다","54","2"
"카시오페아","hhj3****","2022.06.02. 15:59","10","정말 배우분들 연기력에 지겨운지도 모르고 봤어요! 아주 작품성이 높은 스토리라인에 눈물이 줄줄 흐르는게 함정이네요","50","4"
"카시오페아","heyb****","2022.07.11. 08:14","7","소리 소문없이 찾아오는 불치병부모님께 있을때 잘하자 물오른 서현진의 연기","39","0"
"카시오페아","wlrb****","2022.08.30. 11:03","8","빚을 지고 빚을 갚고 그렇게 살아간다, 사랑하며 살 수 있음에 감사함을 느꼈다","39","3"
"카시오페아","band****","2022.06.02. 08:39","8","알면서도 슬픈영화..","35","0"
"카시오페아","babo****","2022.07.08. 10:21","7","휴지 꼭 준비하세요 ㅠㅠㅠ","30","0"
"카시오페아","tmvh****","2022.06.01. 14:24","10","더파더이후로 알츠하이병에 대한 영화중 최고입니다... 알츠하이머 환자들에대한 안락사도 생각하게되네요..","30","0"
"카시오페아","liga****","2022.06.01. 16:19","10","연기 미쳤다 매력에 빠져든 영화","32","2"
"카시오페아","b_to****","2022.12.16. 17:31","8","서현진 배우님 안성기 배우님 연기 대단히 감동이었습니다.","28","0"
"카시오페아","7lea****","2022.06.02. 22:56","10","배우들의 명연기에 더 몰입이 되고 담담한 연출로 빠져든다.내가 본 영화들은 대부분 노년의 치매가 많았는데 청년치매라니 더 생각할거리가 많아진다.","30","2"
"카시오페아","emon****","2022.07.06. 22:35","10","알츠하이머 두려운 질병 ㅠㅠ","28","1"
"카시오페아","nuna****","2022.06.28. 01:14","10","배우들의 연기가 정말 좋았다.","26","2"
"카시오페아","jhah****","2022.08.13. 18:52","10","배우들연기도 좋고 스토리도 좋았어요","24","1"
"카시오페아","kshv****","2022.06.05. 02:13","8","서현진의 연기는 별다섯개.","31","9"
"카시오페아","alic****","2022.06.05. 23:41","10","신파 절대 아닌데 눈물 흐르..연기야 말해 뭐해","20","0"
"카시오페아","wlgh****","2022.06.06. 01:39","10","인생연기를 보여주는 서현진. 중심을 잡아주는 안성기. 신파 아닌 가족극.","21","1"
"카시오페아","zhf0****","2022.06.19. 21:32","10","좀뻔한데도 재밌어요, 또 보고싶었는데 스크린이 너무적어서 아쉬워요","19","0"
"카시오페아","assa****","2022.06.07. 10:25","7","어쩌면 현실적인 영화라고 생각합니다 ㅜㅜ","20","1"
"카시오페아","lims****","2022.06.04. 22:52","8","서현진 배우가 너무 멋있어요","23","4"
"카시오페아","azuk****","2022.06.04. 09:10","10","슬픈 가슴아픈 스토리지만 영원한 내편…가족의 소중함을 느끼게 하는 좋은 시간이었습니다.","18","0"
"카시오페아","time****","2022.06.03. 00:03","10","서현진 배우님의 연기가 찐이었습니다. 스토리라인도 슬펐지만 서현진님의 연기가 너무너무 알츠하이머 환자처럼 정말 제대로 연기한 것에 울음이 너무 많이 나왔어요.","19","1"
"카시오페아","ypd0****","2022.06.02. 02:56","8","좋았어요~ 추천합니다","17","0"
"카시오페아","hong****","2022.06.05. 23:53","8","많은 분들이 봤으면 좋겠습니다","18","1"
"카시오페아","tjtl****","2022.06.06. 22:08","6","서현진과 안성기의 눈부신 호연","23","6"
"카시오페아","wsch****","2022.06.04. 23:25","9","우연하게 감독님 & 배우들 (서현진, 주예림)과의 대화 시간이 있는 GV로 관람하게 되었는 데, 우수한 배우들 연기와 스토리 또 감동이 있어 좋았습니다.","16","0"
"카시오페아","syg0****","2022.06.03. 19:45","10","여운이 진짜 길게 남습니다.서현진 배우님이 연기를 잘해주셔서 그런지 서현진 배우님만 봐도 가슴이 아프고 눈물이 나네요.","17","1"
"카시오페아","lhhe****","2022.06.02. 18:28","8","알츠하이머가 주는 가족의 고통","15","0"
"카시오페아","akpl****","2022.06.04. 21:50","8","서현진님의 연기가 너무 좋았음","17","3"
"카시오페아","yaha****","2022.06.04. 22:45","8","연기력이 끝내줍니다!!","15","2"
"카시오페아","ilov****","2022.06.05. 23:38","9","배우들 연기가 좋아요. 슬픕니다.","11","0"
"카시오페아","jwtr****","2022.06.23. 23:22","7","서현진을 보러 갔다. 인류 보편에 대한 지지 논문은 못 되어도 응원으로는 충분한 영화였다.","15","4"
"카시오페아","dand****","2022.06.04. 00:33","10","믿고 보는 서현진 입니다","15","4"
"카시오페아","qksr****","2022.08.09. 13:48","6","안성기 연기 너무 좋다","16","5"
"카시오페아","envy****","2022.06.06. 15:02","7","지루할 법한 소재임에도 훌륭한 연기로 끝까지 보게되었네요","11","1"
