"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"스틸 앨리스","bcsj****","2015.04.29. 11:57","10","눈물을 강요하지 않는게 좋았다. 줄리안 무어의 연기는 최고였다. 이런 영화가 영화관에 많이 걸려야 한다.","307","13"
"스틸 앨리스","ah82****","2015.04.29. 13:56","10","줄리안 무어가 왜 여우주연상을 탔는줄 알겠다. 과하게 연기하지 않고도 명품연기가 무엇인지 보여주는 배우...","258","11"
"스틸 앨리스","ixly****","2015.04.29. 13:29","8","삶을 살아가며 가장 큰 상실감, 그 상실이 '기억'이라는 큰 파편일 때, 우리는 그녀처럼 살아가는 법을 배울 필요가 있다. 그녀가 여전히 앨리스인 것 처럼(Still Alice)","186","9"
"스틸 앨리스","clqu****","2015.05.11. 13:06","10","언어로 정체성을 확인하는 언어학 교수가 형광펜을 'yellow thing'이라 말하는 순간, 난 그녀가 끝이라고 생각했지만 마지막 'love'를 내뱉는 그녀는... 여전히 앨리스였다.","153","5"
"스틸 앨리스","joco****","2015.04.30. 22:10","7","엔진이 하난데 강력한 엔진이다.","151","8"
"스틸 앨리스","no7s****","2015.05.01. 17:09","10","영화를 보는 내내 행복했고...  나의 아내가 알츠하이머여도 그모습이 너무 사랑스러울수도 있겠다는 생각이 스쳐지나갔습니다...이상하게 행복하네요..","115","18"
"스틸 앨리스","deab****","2015.04.30. 23:41","9","우리영화에서 참고했음하는영화!억지눈물 쥐어짜는게아닌 담담한전개에 가슴이 뭉클~긴여운이남는다~","84","4"
"스틸 앨리스","wjsf****","2015.04.29. 19:43","10","이 영화에 2점을 주다니 사람이냐","87","9"
"스틸 앨리스","min8****","2015.04.29. 11:35","9","역시 실망시키지 않는 줄리안  무어의 연기 .우리 인간들의 삶 깊은  질문과   의미가 담겨진 영화","40","3"
"스틸 앨리스","cc14****","2015.04.29. 16:31","10","재관람 했습니다  최고 여우","42","6"
"스틸 앨리스","mido****","2015.04.29. 09:58","10","담담하게 풀어나가는 형식과 줄리안 무어 연기 최고!","29","3"
"스틸 앨리스","anrn****","2015.05.05. 17:06","10","이런 영화를 항상 늦게상영하는 우리나라영화관이 한심할따름..","30","4"
"스틸 앨리스","sj_l****","2015.04.30. 14:05","10","오래 두고 보고 싶은 줄리안 무어의 연기, 눈물없이 울리는 품격있는 영화","21","1"
"스틸 앨리스","gyqj****","2015.10.24. 02:15","10","Love....  그녀의 병은 기억의 대부분을 앗아갔지만 본질은 건드리지도 못했다","17","1"
"스틸 앨리스","yjsh****","2015.06.13. 18:18","10","내 인생을 어떻게 대해야하는지 다시한번 돌아볼수 있게 한 영화. 잔잔하면서도 강한 여운이 남는 영화였다..","16","1"
"스틸 앨리스","fgyu****","2015.05.05. 02:16","8","삶에서 남이 나를 온전히 기억해주고 있다는 것의 의미, 그리고 삶에서 내가 온전한 기억을 갖고 있다는 것의 의미","12","1"
"스틸 앨리스","sipj****","2016.10.26. 20:42","7","때론 배우의 연기를 보는 것만으로 만족스러운 영화가 있다.","11","1"
"스틸 앨리스","too2****","2015.05.06. 00:46","9","지금 내 나이 스물넷. 나중에 내가 치매나 알츠하이머 걸린다고 하더라도 가족들로부터 사랑 받을 수 있을까? 꿈을 향해 달려가고 있을 때 아내가 저런 심각한 병 걸린다면 그녀를 위해 내 모든 걸 포기할 수 있을까? 아직은 모든 게 두렵다. 잘 살아야지.","11","1"
"스틸 앨리스","jwji****","2015.12.01. 23:26","10","존재하는지도 모를 귀신, 악령 보다 더 무서운 공포영화를 보느것 같았다.. 먼 훗날 내가 혹은 나의 부모님이 혹은 누군가에게 이럴 날 수도 있을.. 새삼 오늘이 고맙다.. 줄리안 무어 덕분에..","7","0"
"스틸 앨리스","sbou****","2016.02.01. 11:02","10","겨울에 보니 감동이 더욱 배가 됩니다. 좋은 영화 입니다.","8","2"
"스틸 앨리스","jule****","2016.01.03. 01:13","9","잔잔하고 슬프고...개인적으로 가족중에 환자가 있어서 더마음이 아팠던 영화. 그래도 앨리스는 헌신적인 남편이 있어서 부러웠던...","5","0"
"스틸 앨리스","bod1****","2015.08.03. 03:40","10","그녀가 한 연설이 맴돈다.  Not suffering, but struggling. And  'Live the moment;'","5","0"
"스틸 앨리스","xnxl****","2015.05.05. 05:54","8","줄리안 무어. 당신의 앨리스는 내게 오롯이 와닿네요. 서서히 나를 잃어간다는것. 내가 원치 않은 아픔과 고통으로 다른이들에게 아픔과 고통이 된다는것. 무시당하고 거추장스럽게 여겨지는 알츠하이머라는 병에 대해 다시 생각해볼 계기가 된 순간.","6","1"
"스틸 앨리스","herm****","2017.01.31. 14:38","9","9점 드립니다 킬링타임용이 6점이고 명작이 10점이라면 9점의 가치를 보여줍니다  전개가 느리지만 집중도 잘됩니다새벽3시에 봤는데 하품도 안하고봤어요","4","0"
"스틸 앨리스","ddal****","2016.01.24. 04:42","9","눈물을 흘리라고 강요하지 않아서 좋다. 담담해서 더 울림이 큰 영화. 줄리안 무어의 연기만으로도 볼만한 가치가 충분했다.","4","0"
"스틸 앨리스","cha4****","2018.04.30. 22:38","10","막내딸과 싸우고서 이유도 기억못하면서 잘못했다고 하는 엄마마지막 love라는 단어가 영화의 제목을 제대로 표현해주는것같아요","5","1"
"스틸 앨리스","scho****","2015.05.12. 13:02","9","남편에게 화 내다가 마지막에 눈물 흘리는 장면은 줄리안 무어 연기내공이 느껴지는 장면 주변에 치매 있으시 분 계신다면 꼭 봤으면 하는 영화","6","2"
"스틸 앨리스","wptl****","2017.01.23. 22:41","9","에휴 난생 영화보면서 울게만든 영화는 진짜 이게 처음이다..아직도 여운이 남고 다시는 보고싶지 않는영화다너무 감동깊고 자꾸 어머니가 생각나고 어머니 걱정이많이 나게 하는 영화다.. ㅠ 정말 줄리안 무어가 왜 상받았는지알게 할정도..","3","0"
"스틸 앨리스","enga****","2016.01.05. 17:46","9","줄리안 무어 실감 나는 연기도 좋았고 알렉 볼드윈도 오랜만에 나이 든 모습으로 보니 반가웠고 크리스틴 연기가 좀 아쉬웠어요. 연기보다 외모가 주목되네요","3","0"
"스틸 앨리스","dudd****","2018.02.25. 02:21","10","스튜어트랑 싸워놓고 싸운 이유를 되묻는 그녀를 보며 얼마나 울었는지..기억을 갉아먹는 무서운 병 알츠하이머..제발 하루 빨리 치료법이 나오기를..","4","1"
"스틸 앨리스","soqu****","2016.02.01. 08:00","6","나도 내가 누군지 몰라도, 나를 기억해주는 단 한사람만 있다면","4","1"
"스틸 앨리스","wkdd****","2015.05.05. 18:59","10","한번 더 보고 싶은 영화입니다","5","2"
"스틸 앨리스","ufo2****","2016.10.24. 15:28","10","but i am still alive","2","0"
"스틸 앨리스","emir****","2016.04.25. 20:22","10","내가 더이상 내가 아니게 되더라도, 당신이 더이상 당신이 아니게 되더라도, 사랑은 그런 것에 구애받는 것이 아님을. 가족들에게 알려주고 싶고 또 그런 사랑을 잃지 않기를 바란다. 세상 사람들 모두 그런 사랑을 하기를.","2","0"
"스틸 앨리스","sol_****","2015.06.05. 10:21","9","줄리안 무어라는 배우가 가진 장점을 가장 잘 확인할 수 있는 영화","2","0"
"스틸 앨리스","yimj****","2015.05.06. 09:17","7","줄리안 무어는 정말  빛을 발한다. 조연들의 연기도 탄탄하다. 그런데 무언가 허전하고 아쉬웠던... 영화였다.","2","0"
"스틸 앨리스","sang****","2017.12.04. 15:24","10","앨리스가 알약들을 놓치는 순간 아쉬웠던 건 앨리스의 과거를 내가 알고 있기 때문이고  내가 그녀라면 이러한 삶을 견딜 수 없기 때문일 것이다 그리고... 리디아의 헌신과 마지막 부분의 대사가 매우 인상깊었다","3","1"
"스틸 앨리스","zmtl****","2016.02.06. 03:01","10","줄리안무어 ㅡ이 배우를 사랑하지 않을수 있을까..마지막 그녀의 눈빛과 대사에 참았던 눈물이 터져나왔다 우리가 살면서 이루고자했던 수많은 목표들은 수없이 변하고 사라지나 맨 마지막 순간까지 남는 단어:love","3","1"
"스틸 앨리스","2lur****","2016.02.02. 13:51","9","다시 또 보고 싶은 영화.","3","1"
"스틸 앨리스","opop****","2015.06.07. 17:33","9","부담없이 볼 수 있는 감동이었습니다","3","1"
"스틸 앨리스","pola****","2015.05.24. 18:04","7","지극히 담담하고 현실적인 영화이긴 하지만, 그 한계 역시 뚜렸했던 영화..","4","2"
"스틸 앨리스","mida****","2017.01.21. 17:20","8","알츠하이머라는 병에 무너져가는 주인공 \ 그래도 단단한 가족애 몇이 가지지 못할 축복이겠지요 / 유복함과 러브라는 대사로 마무리된 덕분에 평론가 평점이 -2쯤된듯 #버터플라이폴더 @non","1","0"
"스틸 앨리스","dssb****","2017.01.21. 01:50","8","내가 저런 병에 걸린다면 어떻게 하면 좋을지 생각해 보게 되었다. 줄리안 무어는 최고의 연기를 보여주었다.","1","0"
"스틸 앨리스","whit****","2017.01.13. 17:04","10","인간이기에 누구나 갖을수 있는 감정을 아름답게 잘 그려낸것 같다. 비극이 아닌 좋았던 모습들로..줄리안 무어가 여우주연상 받을만하고, 좋은 영화 남기고 가신 감독님께 감사하다","1","0"
"스틸 앨리스","gang****","2017.01.03. 08:43","9","절로 눈물이 나오고, 연기가 정말 너무 좋았어요..혼자 봤는데, 계속 울었어요.ㅠㅠ","1","0"
"스틸 앨리스","kimg****","2016.12.31. 20:46","8","적절한 연출 속에서 훌륭한 연기","1","0"
"스틸 앨리스","breg****","2016.12.11. 16:59","7","감정 강요없이 내재적 관점으로 그려내는 '자아 상실'이라는 병","1","0"
"스틸 앨리스","qkrr****","2016.07.28. 12:49","9","기억을 잃는다는게 무서운 것임을 알게 해주는 작품","1","0"
"스틸 앨리스","wiza****","2016.07.26. 13:06","9","아름다웠다, 줄리안 무어, 그녀의 연기가... 그  어느 영화에서보다도  아름다워보였고, 앨리스 역할 그 자체였다. 담담히 풀어내는 스토리에  울지않아도 슬펐고 그 어떤 것보다 실제로 다가왔다. 좋은 영화와 배우에 감사한다.","1","0"
"스틸 앨리스","5693****","2016.07.04. 23:55","7","배우들 구경하는 재미도 있고 알렉 아저씨도 오랜만.. 차라리 암이었으면 한다는 말에 끄덕. 그래도 앨리스 씨는 가족 경력 뭣하나 빠지지않고 반세기동안 다 이루고 가는 금수저라구요.","1","0"
"스틸 앨리스","dmsg****","2016.06.25. 10:59","10","보는 내내 가슴이 먹먹하고 애잔했다..여운이 많이 남는 영화","1","0"
"스틸 앨리스","pksu****","2016.04.29. 20:52","10","이 영환 정말 내 가슴 속 깊이 남을 영화.","1","0"
"스틸 앨리스","dkrt****","2016.04.23. 21:53","10","한번쯤 다른영화로 접해볼만했던 요소여서 무뎠을수도 있었는데, 잔잔한 감동이 파도처럼 밀려오는 영화.","1","0"
