word,score
abuse_elder,217
abuse_neglect,79
abuse_older,14
abuse_elderly,9
abuse_screening,9
abuse_financial,6
abuse_violence,5
abuse_risk,5
abuse_lifetime,5
abuse_covid19,4
abuse_systematic,3
abuse_communitydwelling,3
abuse_child,3
abuse_physical,3
abuse_domestic,3
abuse_depression,3
abuse_crosssectional,3
abuse_emergency,3
abuse_research,3
abuse_prevalence,2
abuse_caregiving,2
abuse_suspicion,2
abuse_arab,2
abuse_iran,2
abuse_primary,2
abuse_caregiver,2
abuse_service,2
abuse_geriatrics,2
abuse_psychological,2
abuse_experiences,2
abuse_characteristics,2
abuse_forensic,2
abuse_united,2
abuse_rural,2
abuse_qualitative,2
abuse_prevention,2
abuse_geriatric,2
abuse_sexual,2
abuse_vulnerable,2
abuse_identification,2
abuse_training,2
abuse_resource,2
abuse_adult,2
abuse_mistreatment,2
abuse_turkey,2
abuse_victims,2
abuse_associated,2
abuse_screen,2
abuse_vulnerability,2
abuse_community,2
abuse_nursing,2
abuse_occurring,2
abuse_residenttoresident,1
abuse_evaluating,1
abuse_implementing,1
abuse_populationbased,1
abuse_african,1
abuse_intervention,1
abuse_maltreatment,1
abuse_person,1
abuse_people,1
abuse_perpetrators,1
abuse_address,1
abuse_chinese,1
abuse_morbidity,1
abuse_malaysia,1
abuse_lessons,1
abuse_china,1
abuse_veterans,1
abuse_results,1
abuse_questionnaire,1
abuse_affecting,1
abuse_online,1
abuse_chronic,1
abuse_forgivable,1
abuse_residential,1
abuse_conceptualization,1
abuse_neglectradiologists,1
abuse_victimization,1
abuse_native,1
abuse_multidisciplinary,1
abuse_focus,1
abuse_phenotypes,1
abuse_hwaleksengstockelder,1
abuse_life,1
abuse_perception,1
abuse_relationship,1
abuse_south,1
abuse_continuing,1
abuse_american,1
abuse_individuals,1
abuse_multiple,1
abuse_substance,1
abuse_andor,1
abuse_perpetration,1
abuse_modules,1
abuse_reporting,1
abuse_decision,1
abuse_subjected,1
abuse_accusations,1
elder_abuse,217
elder_mistreatment,59
elder_neglect,13
elder_prevalence,9
elder_maltreatment,9
elder_factors,7
elder_financial,6
elder_reporting,6
elder_correlates,6
elder_victims,6
elder_screening,5
elder_perceptions,5
elder_addressing,4
elder_experiences,4
elder_identify,4
elder_preventing,4
elder_detection,4
elder_residenttoresident,3
elder_address,3
elder_definitions,3
elder_ly,3
elder_physical,3
elder_s,3
elder_violence,3
elder_management,3
elder_national,3
elder_detecting,3
elder_prevention,3
elder_vulnerable,3
elder_types,3
elder_protection,3
elder_profiles,2
elder_understanding,2
elder_responding,2
elder_issues,2
elder_patients,2
elder_risk,2
elder_malaysian,2
elder_experiencing,2
elder_center,2
elder_analysis,2
elder_interventions,2
elder_association,2
elder_identification,2
elder_study,2
elder_fatal,2
elder_hospitalized,2
elder_perspectives,2
elder_impact,2
elder_cases,2
elder_consequences,2
elder_associated,2
elder_hwaleksengstock,2
elder_identifying,1
elder_depiction,1
elder_underreporting,1
elder_implementing,1
elder_attributions,1
elder_practices,1
elder_response,1
elder_intervention,1
elder_encounter,1
elder_mistreatmentexamining,1
elder_trait,1
elder_selfreported,1
elder_commentary,1
elder_support,1
elder_ipv,1
elder_victimization,1
elder_multidisciplinary,1
elder_differed,1
elder_impacts,1
elder_tools,1
elder_abusea,1
elder_perception,1
elder_implications,1
elder_managing,1
elder_attitudes,1
elder_recognition,1
elder_perpetration,1
elder_levels,1
elder_psychological,1
elder_reported,1
elder_care,1
elder_exploring,1
elder_structures,1
elder_routine,1
elder_knowledge,1
elder_domestic,1
elder_stop,1
elder_depression,1
elder_use,1
elder_experience,1
elder_indicators,1
elder_explanations,1
elder_suspected,1
elder_seriousness,1
elder_australian,1
elder_assessments,1
elder_assessment,1
older_adults,68
older_people,18
older_women,17
older_abuse,14
older_neglect,12
older_chinese,10
older_violence,8
older_persons,6
older_exploitation,5
older_peoples,5
older_mistreatment,5
older_communitydwelling,4
older_study,4
older_american,3
older_adult,3
older_neglected,2
older_mexican,2
older_patients,2
older_mothers,2
older_caregivers,2
older_rural,2
older_atrisk,2
older_fraud,2
older_community,2
older_addressing,1
older_prevalence,1
older_african,1
older_response,1
older_maltreatment,1
older_person,1
older_prospects,1
older_distress,1
older_reducing,1
older_provision,1
older_understanding,1
older_victimization,1
older_latent,1
older_life,1
older_50,1
older_diagnoses,1
older_relationship,1
older_injured,1
older_homes,1
older_care,1
older_institutionalized,1
older_malaysian,1
older_protections,1
older_include,1
older_abused,1
older_committed,1
older_anxiety,1
older_mistreated,1
older_noninstitutionalized,1
older_dependent,1
older_satisfaction,1
older_israeli,1
older_ageism,1
older_examination,1
older_patient,1
older_services,1
older_voices,1
older_hospitalization,1
older_dwelling,1
older_perceptions,1
older_safeguarding,1
older_covid19,1
older_korean,1
older_institutionalised,1
older_females,1
older_experienced,1
older_turkish,1
older_rights,1
older_portuguese,1
older_data,1
older_hospitalized,1
older_issue,1
older_speaking,1
older_canadians,1
older_impact,1
older_communitybased,1
older_transgender,1
older_exploited,1
older_report,1
older_harm,1
older_loneliness,1
older_discrepancy,1
older_smart,1
older_research,1
older_capable,1
older_womens,1
neglect_abuse,79
neglect_elder,13
neglect_older,12
neglect_exploitation,4
neglect_rural,4
neglect_home,2
neglect_systematic,2
neglect_elderly,2
neglect_violence,2
neglect_care,2
neglect_emergency,2
neglect_signs,2
neglect_nursing,2
neglect_civil,1
neglect_nshap,1
neglect_context,1
neglect_review,1
neglect_giving,1
neglect_abandonment,1
neglect_grounded,1
neglect_intervention,1
neglect_elephant,1
neglect_people,1
neglect_mature,1
neglect_china,1
neglect_making,1
neglect_iran,1
neglect_province,1
neglect_communitydwelling,1
neglect_focus,1
neglect_phenomenon,1
neglect_clue,1
neglect_central,1
neglect_caregiver,1
neglect_child,1
neglect_homebased,1
neglect_physical,1
neglect_andor,1
neglect_patients,1
neglect_risk,1
neglect_malaysian,1
neglect_long,1
neglect_depression,1
neglect_communication,1
