username,date,rating,review,likes,dislikes
shin****,2015.04.14. 10:21,10,장수상회가 이거 리메이크했조.,20,3
mcsj****,2015.04.13. 23:25,10,이런 명작이 있을줄이야... 시간만 길고 지루한영화보다 이렇게 짧고 강렬하면서 아름다운 영화가 명작이다.,11,1
maka****,2010.12.25. 21:43,10,처음엔 그렇고 그런 영화인줄 알았으나 크나큰 반전으로 감동을 준 영화이다...,7,0
glas****,2012.12.08. 04:17,10,이영화를 왜 이제야 보았을까..,7,1
noeu****,2015.06.09. 06:05,10,이건 꼭 봐야해라고 추천가능한 영화는 오랜만인것같다여운이아직도강하다...진정한 사랑,5,0
kbnl****,2015.05.15. 09:41,10,마지막을 보고 다시 한번 보게되는 영화한장면 한장면을 다시 보게됨,5,0
kyun****,2011.01.23. 18:02,8,랜도와 엘렌의 연기가 아니면 절대 안나왔을 수작,5,0
gust****,2011.01.15. 19:05,10,정말 감동적이에요. 특히 대사들이 정말 감동 ㅠㅠ,5,0
qqjs****,2015.06.12. 02:18,10,가슴 따뜻한 영화 뻔하지않은 스토리 훈훈하고 좋아요,4,0
yaen****,2011.01.02. 21:41,10,"내 생전 극장에서 찡 하게 울게 만든 최초의 영화
 부모님께 꼭 보여드리고 싶은 영화다",3,0
viva****,2010.12.28. 10:13,10,감독이 25 이라니.,4,1
suni****,2018.10.15. 01:26,10,처음부터 눈물이 계속나는영화,2,0
sohe****,2015.05.03. 19:09,10,너무잔잔한감동. 너무나명작입니다.꼭한번씩 보셨으면합니다.,2,0
yjs1****,2011.01.15. 19:06,10,가슴 따뜻해지는 영화였어요 ^^,2,0
fcin****,2011.01.03. 14:13,10,이 시대를 살아가고 있는 연인들이라면 꼭 봐야함! 아~ 감동 ㅜ.ㅜ,2,0
chut****,2010.12.27. 10:25,8,"유치하지도, 식상하지도, 돈 아깝지도 않습니다. 추천합니다!! ^^",2,0
allt****,2011.02.02. 18:34,10,"젊은 감독의 기발한 반전, 멋진 두 배우의 열연. 정말 좋은 조합이었어요.",3,1
slvi****,2011.01.02. 23:59,10,이렇게 감동적인 로맨스 영화는 처음인 것 같아요. 아직도 잊혀지지가 않고 생생해요,3,1
eseo****,2021.04.29. 01:59,9,가벼운 마음으로 영화를 시작했다가 잔잔한 충격에 한동안 멍하니 있었다. 나도 저런 사랑을 할 수 있을까? 저런 사랑을 받을 수 있을까? 그런 사람이고 싶다.,1,0
yp82****,2017.09.10. 04:45,10,전에 봤던 영화인지 기억이 언나서 우연히 다시 보다가 첫장면부터 눈물 펑펑 쏟으면서 봄 ㅠㅠ 너무 아름답고 슬픈 결말~ 너무 아름다운 영상~ 진짜 수작인 영화요..,1,0
isno****,2017.06.16. 16:25,7,그대가 있기에 먹먹하지만 외롭지않은 노년,1,0
venu****,2011.03.20. 22:10,10,간만에 따뜻하고 아름다운 영화를 보게됐네요~^^ 감동이 오랫동안 남아있어요~,1,0
nacs****,2011.01.03. 00:26,9,"저도잼있게봤지만 부모님께 더욱 추천해주고픈 영화.,",1,0
ryui****,2010.12.23. 23:18,9,괜찮던데? 아빠랑 보러갈껄 그랬음...한번 가야겠다.,1,0
gree****,2011.01.03. 17:54,8,로맨스도 있고 스릴러도 있고....,2,1
gree****,2010.12.24. 10:22,10,ㅋㅋ 난 영화제에서 일년전에 봤는데,2,1
sach****,2018.09.25. 22:56,9,고령화 사회에서 치매를 바라보는 또 다른 시각을 줍니다. 눈물 엄청 흘렸네요,3,2
sipj****,2014.06.13. 22:22,8,느닷없이 시작된 황혼의 로맨스. 그러나 그 안에 숨겨진 아픈 사연과 진실.,3,2
segr****,2020.08.07. 00:05,10,정보 없음,0,0
nimu****,2020.06.11. 20:02,6,"Lovely, Still",0,0
goeu****,2020.05.03. 11:01,10,너무 감동적이고 재밌다...숨겨진 명작이다 ㅠㅠㅠ꼭보세요,0,0
jule****,2019.12.09. 00:34,10,"나의 노년에도 저렇게 사랑하고, 사랑 받을 수 있다면~",0,0
spri****,2019.05.20. 03:06,8,"시간이 지나도 변함없이, 눈에 보이지 않을 지라도, 언제까지나  곁을 지켜주는 저 하늘위의 달처럼 ,",0,0
rose****,2012.01.09. 08:41,5,사랑은 죽을때 까지~,0,0
caca****,2011.12.31. 14:59,3,기억의 저편. 과거를 잃어가는 황혼.,0,0
wkrd****,2011.12.17. 22:03,5,데이트의 노하우를 배우는 모습에선 그나마 초롱초롱! 마지막 부분은 벼락같음....,0,0
kami****,2011.07.20. 06:14,7,"이렇게만 사랑할 수 있다면, 그것은 인생의 행복이지 않을까.",0,0
bles****,2011.05.29. 16:31,6,여리고 안쓰럽고 따뜻한 사랑,0,0
muku****,2011.01.31. 11:05,7,사랑은 10대에게나 80대에게나 얼마나 한결같은 설레임인지!!,0,0
wkan****,2011.01.28. 19:22,8,극장안이 온통 다 따뜻해지더라. 근데 toxic love 씬은 많이 아쉽다.,0,0
sole****,2011.01.27. 00:51,8,세밑겨울에어울리는소품 영롱한 따뜻한 스산한 장식불빛들이 아직도 맘속에 깜빡인다,0,0
wfy0****,2011.01.27. 00:33,9,간만에 가슴 따뜻해지는 드라마.,0,0
whas****,2011.01.24. 17:38,10,감동적인 반전...마음이 따뜻해지는 영화..처음으로 시네큐브까지 찾아가서 봤답니다.,0,0
lina****,2011.01.10. 19:07,10,"배우,영상,음악 뭐하나 빠질게 없네요. 마음이 따뜻해지는 영화 잘 봤습니다.",0,0
repo****,2011.01.10. 15:00,9,"어린 감독이 대단하다. 아이디어 좋고, 연기 좋고.",0,0
praj****,2011.01.04. 12:24,10,"감동적인 영화, 설렘과 반전이 공존하는 영화",0,0
kisi****,2011.01.03. 19:47,6,영화는 투박하지만 가슴 따뜻해지는 영화입니다.,0,0
