"url","username","reviewDate","year","review","rating","likes"
"https://pedia.watcha.com/ko-KR/comments/3kNEp6jBq0MOg","조보경","4년 전",2020,"상실된 몸의 자유는 나에게 어떤 것을 앗아갈까 나는 알던 것만을 그리워하며 살아갈까","4.0","24"
"https://pedia.watcha.com/ko-KR/comments/xplMdJ84JjE4o","이용희","5년 전",2019,"스스로 안심시킬 것인가, 현실을 직시할 것인가.   선택의 기로에 놓인 그들의 두려움, 불안감, 공포가 고스란히 전해진다. 얼마든지 우리의 미래가 될 수 있기에 더욱 현실적으로 다가온다. 그렇다고 절망만을 말하진 않는다. 에밀리오가 미구엘에게 마음을 열어가고, 미구엘이 진심으로 주변 사람들을 도와주는 것처럼, 누군가 곁에 있음으로 인해 그들이 나아질 수 있음을 말한다. 어린 아이가 보호자의 도움이 필요하듯, 늙은 아이가 된 그들 역시 주변의 도움이 필요할 뿐이었다.","2.0","11"
"https://pedia.watcha.com/ko-KR/comments/POkEwAAb06Mql","이재용","8년 전",2016,"어찌하여 노년이란 아름다운 황혼일수만은 없는 것인가. 그 오랜 세월을 버텨 온 그대들에게.","3.5","5"
"https://pedia.watcha.com/ko-KR/comments/PkvE6njGq4Epg","고다최","5년 전",2019,"머물러있는 청춘인 줄 알았는데","5.0","3"
"https://pedia.watcha.com/ko-KR/comments/GO6MZX9L1bENx","midnight","8년 전",2016,"Miguel: He may have troubles in these days, he is defenitely in there. Hey, that right, rockefeller? 미겔: 요즘에 좀 어려움을 겪고 있긴 하지만, 저 안에 확실히 있긴 하다고. 그렇지, 갑부양반?","4.0","3"
"https://pedia.watcha.com/ko-KR/comments/6aLMP0nJ13MOw","박솔아","4년 전",2020,"내 이야기가 아닐거라고 자신할 사람이 어디있을까.","5.0","2"
"https://pedia.watcha.com/ko-KR/comments/6GWQ1LnGkgMJ5","핼렐레","5년 전",2019,"엔진은 돌아가지만 조종하는 사람이 없다는 거  노인들에 대한 연민과 동시에  나의 노년의 시간이 두려워졌다","5.0","2"
"https://pedia.watcha.com/ko-KR/comments/rdVMNl4olxEql","장종희","4년 전",2020,"날 바라볼 때, 당신들은 어떤 생각을 하는가 멍한 눈에 그다지 현명하지도 않고 성격도 알 수 없는 까다로운 늙은이라고 생각하려나? 양말이나 신발을 잃어버리고 목욕을 하거나 밥을 먹을 때면 늘 고집부리고 버티기만 하는 당신의 힘든 하루 일과 중 하나일 뿐이려나? 당신들의 눈에는 그렇게 보이는가 그렇다면 그대들은 나를 보고 있는게 아니었어 지금부터 내가 누구인지 알려주겠네 열 살의 나는 어린 아이였지 날 사랑하는 부모님과 형, 누나가 있었어 스무살의 신랑이었을 때는 영원한 사랑을 맹세하며 가슴이 두근거렸었지 스물다섯 살엔 언제나 날 필요로 하는 한 아이의 아버지가 되었고 마흔이 되었을 땐 그 아이가 자라 내 품을 떠났으며 쉰이 됐을 땐 다시 내 무릎 위에선 아기가 놀기 시작했어 그리고 슬픈 날들이 다가오기 시작했네 내 아내는 세상을 떠났고 심장이 뛰던 자리에는 딱딱한 돌만이 들어서 있어 하지만 이 늙은 시체 안에는 여전히 젊은이가 살고 있다네 너무도 짧았던 너무도 빨리 지나가버린 시간들을 생각할 때마다 영원한 것은 없다는 냉혹한 사실을 받아들일 뿐이지 그러니 이제는 눈을 뜨고 바라봐주시게 까다로운 늙은이가 아닌 나를 좀 더 가까이 들여다 봐주게  시 'Cranky Old Man' 중","5.0","1"
"https://pedia.watcha.com/ko-KR/comments/POkEw9OXnYMql","부타망","5년 전",2019,"애니메이션이 일반 영화보다 더 나을 수 있다는 걸 알았다. 이 세상 현재의 이야기인데 애니이다 보니 조금 덜 멀리서 보는것 같았고 반대로 애니이다 보니 그들의 감정은 더 알기 쉽게 보여졌다 그런데 그러나 저러나 가슴이 아픈건 마친가지인 것 같다 “왜” 라는 먹먹함이 가시질 않는다","4.5","1"
"https://pedia.watcha.com/ko-KR/comments/P7kEW6PapxQJ9","강재민","1년 전",2023,"인간은 모두 태어나 어떻게 살 것인가 고민하다가 나이가 들어가며 어떻게 죽을 것인가를 고민하게 된다.","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/wlL2DvbJvqQyZ","희연","1년 전",2023,"노인의 삶, 치매의 경험, 다정한 보살핌","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/POkEwoaAvqEql","정인호","1년 전",2023,"@}>--->>*","보는 중","[]"
"https://pedia.watcha.com/ko-KR/comments/droQ09mzBGEyN","조현준","1년 전",2023,"진실과 마주하느냐, 선의(?)의 거짓말을 통해 망상 속에 빠지느냐","3.5","[]"
"https://pedia.watcha.com/ko-KR/comments/wlL2DvwbrOQyZ","나프탈란자","3년 전",2021,"캐릭터의 전사가 비었다. 하지만 그 여백조차 쓸쓸함에 일조하는 묘한 매력이 넘친다.","3.5","[]"
"https://pedia.watcha.com/ko-KR/comments/W9bEBP5ZLxMpZ","김 봄","4년 전",2020,"애틋함을 느끼는 한편 자신감을 상실했다","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/GO6MZm8Rgb2Nx","영화같이멋진","4년 전",2020,"노인들..요양원에 갇힌노인들..나의 미래. 섬세한 관찰로 잘 만들어진 수작.","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/BglQapYyzLMX0","사과나무","4년 전",2020,"원하지 않는 노년은 누구에게나 일어날수 있다. 과연 내게 닥친다면 어찌 삶을 정리할수 있을까...","3.0","[]"
"https://pedia.watcha.com/ko-KR/comments/6PzQ4bGKVn2qV","Jazzyfact","4년 전",2020,"미쳐버릴만한 환경속에도  당신이 있기에","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/bW3Qkn1ggDM9p","르네상스형뮤지션","4년 전",2020,"주름은, 나이듦은, 자아를 잃음은 얼마나 슬픈 일인지.","4.5","[]"
"https://pedia.watcha.com/ko-KR/comments/y4ZMOGqp7WMOp","Critic Cat","4년 전",2020,"The things we lose","3.5","[]"
"https://pedia.watcha.com/ko-KR/comments/3WB2qLKy1BEpj","ㅇcㅇ","5년 전",2019,"행복하고 존엄한 삶은 내가 결정하는 삶이다","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/3WB2qLRGO5Epj","Metacritic","5년 전",2019,"81","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/5yz2Yl1GzrEWj","오드리퍼","5년 전",2019,"만약 내가 늙는다면 나는...","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/boY2lK9O7oEWO","이선자","5년 전",2019,"나의 또는 우리들의 미래?","3.5","[]"
"https://pedia.watcha.com/ko-KR/comments/BglQapRryAMX0","김필수","5년 전",2019,"우정이 있어서 아름다웠다. 내 미래는 어떨까.","5.0","[]"
"https://pedia.watcha.com/ko-KR/comments/lP0E8JkD1jMbx","이선영","5년 전",2019,"꼭 보고싶네요~~","보고싶어요","[]"
"https://pedia.watcha.com/ko-KR/comments/y4ZMOGL4L6MOp","전유빈","5년 전",2019,"그럼에도 내 일이 될거라고는 생각치 못하는 지금의 나","5.0","[]"
"https://pedia.watcha.com/ko-KR/comments/j7kQzm63VdMl4","사다훔","5년 전",2019,"노인이 된다는건... 누구에게나 공평하게 찾아온다.","4.0","[]"
"https://pedia.watcha.com/ko-KR/comments/W9bEBPYo97MpZ","료타","5년 전",2019,"나는 어떤 노년을 보낼 것인가? 고민하게 만드는 영화. 콘텐츠를 소비하는 노인이 되자.","3.5","[]"
"https://pedia.watcha.com/ko-KR/comments/gwVQxpppqNQB0","김소연","8년 전",2016,"난 무서워","4.0","[]"
