username,date,rating,review,likes,dislikes
jink****,2023.03.08. 09:44,10,정말 눈물 스위치 영화배우들 연기도 좋고 사실적이라 다큐를 보는 듯하네요 부모님 모시고 또 볼 예정,15,0
love****,2023.03.10. 15:02,10,현실을 살아가는 사회의 고령화그로인해 생겨나는 많은 숙제들그리고 우리소리의 조화어쩌면 나에게도 너에게도 일어날 수 있는 일을 담담하게 마음의 위로가 되는 깊은 우림의 남도소리와 어울어진 작품,13,0
minc****,2023.03.09. 10:10,10,부모님 모시고 꼭 봐야하는 영화,13,0
firs****,2023.03.10. 23:23,10,평소 무심했던 가족들을 생각하게 만들어주는 영화입니다~사랑하는 가족들과 함께 보시기를 추천합니다~^^,11,0
whdg****,2023.03.10. 18:51,10,영화관 가격 내려라. 코로나 이후 5천원 더 올리는게 말이 되냐?,11,0
dkdk****,2023.03.10. 14:45,10,너무 현실적이여서 웃음이나고 너무 현실적이여서 눈물이 나는 영화였습니다. 할머니 할아버지 생각에 눈물한번나고 엄마아빠생각에 걱정되고 마음이 아픈영화였습니다.,11,0
wndd****,2023.03.10. 10:20,10,간만에 눈물바다ㅠㅠ 강추,11,0
jy_p****,2023.03.10. 07:40,9,잊고 지냈던 가족의 소중함을 느끼게 해주는 감명깊은 영화 휴지필수,11,0
top-****,2023.03.09. 23:48,10,아무생각없이 봤다가 너무 큰 감동과 깊은 여운이 남네요~~~,11,0
eile****,2023.03.09. 19:22,10,선동혁 배우님 연기 너무 좋았습니다. 아리랑시네센터에서 관람했는데 굿즈로 광목손수건도 받았는데 어머니가 영화 보시면서 눈물 닦으셨네요.,11,0
hyol****,2023.03.09. 17:39,10,너무 진한여운이 남는 삶을 생각하게하는 너무 가슴이 아픈 이야기네요,11,0
qkrg****,2023.03.09. 16:31,10,"강추합니다, 왜 많은 상들을 받았는지 이해가 가네요! 꼭 보세요!ㅎㅎㅎㅎ",11,0
mh59****,2023.03.09. 15:29,9,부모님이랑보면 좋을영화..아빠모시고 다시가야겠다,11,0
dyne****,2023.03.09. 12:04,10,한번 더 생각하게 만든 영화  장난 아니구나~~,11,0
