username,date,rating,review,likes,dislikes
enyp****,2013.03.18. 20:32,10,한국영화사의 기적같은 작품. 잘 만들고도 흥행참패라던데 한국영화 앞날이 심히 우려된다.,535,36
ogr5****,2013.06.05. 12:07,10,"이건 진짜 황금종려상 감 인데, 안타깝다.",424,20
giwo****,2015.05.26. 00:05,10,"영진위에서 시나리오 0점 받은 영화, 칸에서 각본상 수상한 영화. 대한민국 영잔위 수준.",374,6
roma****,2013.04.09. 09:42,9,가슴 한켠이 먹먹하다...이창동 감독은 영화로 철학을 한다.,377,12
jjun****,2013.06.24. 02:01,8,이창동감독은 정말  사람을 사랑하는구나.,338,9
tang****,2013.05.31. 00:54,10,시를 쓸 수 없는 상황에서 시를 쓰려고 하는 아름다운 여인의 모습은 관객의 가슴에 멍이 생길 수밖에. 시를 사랑하는 뜻에서 이 영화는 보물 같은 작품.,327,13
jgs_****,2013.08.04. 16:05,10,"시, 미안하지만 마더보다 훨신 무겁고 강렬하다",317,23
sunw****,2014.05.25. 14:59,10,사람이 죽어도 눈하나 꿈쩍하지 않는 인간 군상들. 순수하게 세상을 바라보는 사람은 오직 할머니뿐. 그 할머니가 오히려 이상해 보인다. 마지막에 죽은 여자 아이와 소통하는 장면은 소름끼친다. 꾸밈없기에 신랄하다,212,3
smb9****,2014.01.09. 03:07,9,"좀 더 커서, 좀 더 살아보고 봐야겠다.  아직 나는 어린듯 하다.",184,7
sipj****,2014.01.26. 15:55,9,무겁고 암울하지만 아름다운 서정시 한 편,137,0
seec****,2012.02.07. 04:25,10,한국인이라서 행복하다. 언어가 가진 감수성을 가장 날 것으로 느낄 수 있으니까.,113,8
aqsd****,2013.07.31. 21:37,10,결국 시를 남기고... 소녀가 떠난 자리에서 한 여인의 삶도 흐르는 강물에 흐르는구나.,103,1
zihe****,2013.07.21. 14:05,10,영원히 최고로 남을 영화,104,2
life****,2013.07.07. 01:40,10,이창동 감독이 만든 최고의 영화... 라스트 씬은 감히 따라올 영화가 없을 정도이다.,98,3
hmoe****,2013.09.24. 02:42,9,이 영화를 보기전 대본을 먼저 읽어봤다. 이창동감독이 소설가 출신이라는게 확 와닿더라. 영화를 보지 않고 대본만 봐도 영화의 그림이 그려질정도. 그런 기가막힌 대본에 영진위는 무얼본것인가,86,0
sook****,2013.06.17. 13:27,10,아...진짜 미술 갑이다.... 대사들  치는 거 하며...엄청난 묘사들... 그리고 오에스티 많이 배제한것들하며...아........ㅠㅠ형용할 수 없다.,88,2
kors****,2013.10.23. 23:56,9,뼈를 깎는 윤리적 선택.  칭찬 릴레이를 할 필요도 없이 이미 평점이 높구나,82,2
sptl****,2014.02.15. 10:46,9,이화정<씨네21>기자.타락한 세상을 향한 한 편의 시.이 한줄이상 표현해내기 어렵다,79,1
ehfq****,2014.12.06. 21:47,10,이보다 아름다운 여주인공을 본 적이 없다.,80,2
ius1****,2013.12.06. 00:34,10,이런 영화 계속 나와야 된다고 생각 합니다. 표현할수가 없네요,77,1
proj****,2013.12.20. 03:46,10,무참히 희생돼 하늘로 떠난 소녀들을 위한 진혼곡.  가슴으로 영화를 하시는 최고의 감독님.,74,2
miss****,2014.07.04. 23:03,10,"강좌 마지막 시간, 꽃과 시를 두고 가는 마지막 미자의 뒤에서 ""눈을 요렇~게 뜨구""라며 조롱하던 여인들이 나는 아니였는지, 그런 나는 살아오며 제 2의 진희를 만드는데 일조한 적은 없었는지 생각해봅니다.",70,2
juic****,2016.05.04. 20:48,10,손자한테 강간당한 소녀와 같은 소녀의 마음으로 시를 쓰는 인간사의 불편하고 아름다운 영화..미친 감독이라고 밖에는...,62,1
ledd****,2012.12.05. 13:04,8,피칠갑이 없어도 영화가 이렇게 잔인할 수도 있나 싶다;,59,0
dalm****,2014.12.24. 02:08,10,"한공주를 보고서 시를 떠올립니다. 우리 모두가 공주를 벼랑 끝으로 내몰 때 마당앞에서, 교회당에서, 다리위에서.. 쪼그리고 앉아 울먹이던 미자가 있어 얼마나 다행인지 모릅니다.. 우리 마음속 미자를, 그리고 시를 잃어버리지 않기를.. 기도합니다..",60,2
ahnd****,2016.09.08. 00:21,10,"부모의 돈으로 자식의 큰 잘못과 범죄를 가리기부터 할게 아니라, 자식이 타인에게 준 상처와 고통이 얼마나 끔찍한건지 깨닫고 공감하도록 하는게 진짜 인성교육이 아닐런지. 은폐부터 작정하는 타락한 부모세대가 주변 아이들 인성 운운하는 아이러니한 현실..",57,0
qlgl****,2014.01.07. 18:17,10,시냇물이 흘러가듯 시간은 흘러가고 시는 여전히 남는다.,53,0
ever****,2014.03.28. 13:09,10,"영화 중 김용택 시인의 말 ""시를 쓰는 것보다 쓰려고 마음 먹는 것이 더 중요하다"" 비현실적일 정도로 매몰찬 현실 속에서도 세상의 아름다움을 보려 애쓰는 할머니와 함께 하는 세상 보기.",52,0
qkrw****,2013.06.19. 01:41,10,너무 잘봤어요 그리고 너무.....가슴이 아파요,53,1
dpfk****,2020.02.04. 01:36,10,솔직히 황금종려상은 기생충보다 이 영화가 앞서서 탔어야함 이창동은 봉준호보다 훨씬 위대한 감독인데 상복이 너무 없음,50,5
ange****,2010.11.26. 03:37,10,온몸이 저릿저릿하다.,43,1
wall****,2014.06.05. 23:10,10,거장이라는 말이 전혀 아깝지 않다.,42,1
rnjs****,2013.06.15. 01:54,10,왜 이창동감독님 영화만보면 눈시울이 붉어지는걸까.... 사실주의작가 이창동!!,44,3
yeo_****,2013.12.05. 15:21,9,[오아시스][밀양][시]로 이어지는 이창동의 역작,42,3
wns5****,2013.07.14. 15:31,10,말이안나온다...처음부터끝까지 가슴을 울리는영화...,33,1
rufa****,2013.08.28. 01:33,10,이런 느낌의 잔잔한 영화는 요새 거의 보기 드문 것 같아요. 전 이 영화에서 잔잔한 독백과 빗소리가 기억에 남습니다. 재미있거나 흥미를 돋구는 영화는 비록 아니지만 그냥 이게 인생이구나라는 생각이 들어요.,30,0
wodm****,2014.10.12. 23:56,10,"분명히 영화를 보았건만, 한 편의 소설을 읽은 듯한 기분을 맛 보았다. 미자 할머니가 시적 대상을  순수하고 아름답게 바라보는 것만큼, 주변 상황도 인간답고 아름다웠으면 얼마나 좋았으랴...",29,0
reds****,2014.07.09. 18:32,10,고요하지만 그어느 요란한말과 행동보다 강렬한 전함이 있다.  이창동님 윤정희님 존경합니다.,29,0
wolf****,2016.01.06. 09:10,10,피해부모를 설득하러 가서 순수하게 시에 대해 말하는 미자를 세상은 모지리로 만들었다. 근데 박평식은 일부러 저러나. 학교 다닐때 힘들었을듯..,31,3
csk0****,2016.05.18. 09:45,10,"보고나서 가슴이 먹먹해지는 영화, 이런 영화가 주목을 받아야 한국영화가 내실을 챙겨가며 발전해 나갈텐데,,,,",26,0
brow****,2015.03.30. 01:33,10,한없이 아름답고 끝을 모를만큼 깊다..,26,0
jang****,2014.05.30. 22:58,10,가슴이 먹먹하다. 너무나 좋은 영화지만 에너지를 너무나 소비하게 하는 영화인 것 같다. 이 영화를 만난 것에 감사한다.,26,0
catd****,2016.07.01. 02:01,10,말로 표현하기 힘든 영화.,23,0
dkfx****,2015.11.30. 21:13,10,이런게 영화구나...,23,0
wons****,2013.12.20. 03:40,10,보는내내 지릿지릿하게 아픈 마음이었다 아프다. 감독은 느끼게 해주고 싶었나보다. 타인의 아픔을 가슴절절히 느껴보라고,23,0
cour****,2018.04.08. 02:48,10,"옛날에 박하사탕 보고 천재다 생각했었는데, 밀양, 시 보고나서 할말을 잃었습니다. 한국영화역사상 역대급이고 단연 한국 최고의 감독입니다. 이창동 감독의, 인간사회의 부조리와 동시에 그 안에서 한줄기 빛같은 아름다움을 표현하는 능력은 최고입니다.",22,0
qkrs****,2014.11.27. 15:17,8,시를 영상으로 표현한다면 나올 수 있는 작품이 아닐까,22,0
ckr3****,2018.05.20. 08:25,9,와 박평식은 이런 걸작에도 혼자 별 세개 줬네 대단한 평론가 납셨네,21,0
imag****,2015.10.14. 00:46,10,이창동 감독 신작만 기다릴뿐,22,1
wave****,2019.05.31. 01:33,10,"낮에 기생충 보고 밤에 시를 봤는데, 내 취향에는 시가 맞다.",20,0
pink****,2016.03.04. 05:28,10,시를 쓰기 위해 아름다운 것들을 보려 하지만 주변의 것들은 추악하고 폭력적이기만 하다.,20,0
swee****,2014.04.28. 18:44,9,아직 어리기만 하여서 인지 영화를 모두 흡수할수 없었다는 점이 한탄스럽다,19,0
happ****,2014.05.21. 21:04,10,아네스의 노래는 바로 미자의 노래가 아니었을까,20,1
jsbo****,2010.12.06. 20:03,10,이 연기 공감할 수 없다는 것은 사람들 널 공감할 수 없다는 것이랑 똑같아!,21,2
soft****,2014.06.09. 08:51,10,시가 사라지는 세상에서 미자는 그 시 자체였다.,18,0
kwon****,2015.03.29. 15:27,10,너무 좋다 너무 좋아서 다시 볼 용기가 나지 않는다,19,1
7621****,2019.05.02. 23:33,10,박평식 같은 OOO기같은것도 평론가라고 설치는 이나라수준이 한심하다. 이런 명작에다가 평꼬라지하고는.,17,0
shy1****,2014.02.17. 18:52,8,8.5점  연륜이 그대로 묻어나는 연기... 관객들은 몰입할 수 밖에없다!,17,0
ckac****,2021.07.04. 23:20,10,나 따위가 평가하기엔 영화가 아깝다,16,0
78th****,2014.06.19. 21:39,10,내인생최고의영화..가슴이아리다아리다...,16,0
sua9****,2013.11.07. 14:12,9,최근에 본 영화중에서 최고다.  연기 각복 연출 모두가 짱이다.,16,0
bose****,2018.09.15. 11:03,10,가슴이 먹먹하네요..ㅠㅠ 이런 대작이 8년전 한국이란 사회에서는 흥행도 못하고.. 저 역시 이 영화가 칸영화제에서 수상했다는 뉴스로만 접했었죠..감독님 작품은 수준이 너무 높아서 외국에서만 인정받는것 같아요,15,0
coal****,2018.08.08. 14:54,10,"이런게 영화다. 삶이 주는 비참함과 괴로움 어딘가에선 일어나고있을 우리 사회의 부끄러운 모습을 때론 적나라하게, 바늘로 찌르듯, 그렇지만 아름답게. 순수하게 감싸주는 이창동의 영화",15,0
pbr8****,2023.01.20. 16:25,10,이걸 10점 안주면 한국영화에서 대체 무엇을..?,14,0
ddor****,2014.08.11. 11:53,9,먹먹하게하는 작품이네요..,14,0
soul****,2014.01.19. 21:36,10,"가슴이 고요하지만, 끊임없이 출렁입니다. 이런 섬세하고 강한 울림의 영화는 처음입니다. 어떻게 제가 ‘미자’가 될 수 있는 걸까요? 전 젊은 남자인데 말입니다.",14,0
sjjo****,2022.04.21. 19:59,9,"어쩌면 시를 쓴다는 것은, 나한테 가까이 있는 것이 시상(詩想)이 아니라 불행일지라도, 평생 좋아한 붉은 꽃이 고통을 상징할지라도, 괴로움 속에서 아름다움을 찾아내는 것",13,0
suje****,2020.01.31. 11:40,10,영화감독이 되어 이 영화를 만들어주셔서 감사합니다. 많이 울었고 이보다 깊은 눈물을 흘릴 수 있는 영화는 감히 없을 것 같습니다.,13,0
beru****,2018.04.17. 02:05,10,감히 우리나라 영화 역사상 최고의 수작. 이런 감독이 있다는게 진심으로 자랑스럽다.,13,0
moon****,2018.04.13. 20:12,10,"아름다움이란 흙에서 피어나는 꽃이 아닌, 흙탕물에 뒹구는 우리의 인생임을. 시 한편을 쓰기 위해 이리저리 아름다움을 찾아 나서지만 결국 추함을 바로 마주하게 될 때 미자는 시상을 찾아 아름다움을 찾는 일이라는 시를 쓰게 된다. 역시 삶은 모순 그 자체같아",13,0
onek****,2017.12.02. 20:59,10,"정말 감동했습니다...깡패,범죄영화만 만들어내는(흥행하니 그렇겠지요)...현실에서 이렇게 삶의의미를 생각하게하는 명작도 만나네요, 감독님,배우님들 감사합니다",13,0
sada****,2023.01.20. 08:55,10,그곳은어떤가요?  얼마나적막한가요?,12,0
ygs0****,2022.11.06. 16:52,10,진짜 .  이런감독 있어야 한다..  상업성 과 흥행을 위한 영화가  나쁜건아니지만.  인간으로써 느껴야할 반성  참회  후회 행복  용서.  이런본성을 한번씩 깨우치게하고..눈물흐르게 만든다..  진짜..   찐이네요  버닝. 시.. 오아시스  박하사탕... 밀양,12,0
1108****,2022.03.18. 13:29,8,세상이 아름답다고만 생각했던 노인은 세상의 안좋은것을 보고 시를 쓰기 시작하였다,12,0
isaw****,2019.06.29. 19:44,10,시간이 지나도 계속 마음에 남아있는 최고의 영화,12,0
0830****,2018.10.17. 15:01,10,대한민국 영화사상 가장 심미적인 영화.,12,0
airi****,2016.03.12. 05:44,10,숙연해진다. 이창동 감독님 건강하세요. 사랑합니다.,12,0
syhf****,2019.07.13. 19:04,10,봉준호 황금종려상 이전에 이란 작품도 있다,11,0
jmjz****,2016.12.25. 07:17,9,이제야 보다니... 시가 너무 인상적 입니다  잔잔하게 몰입되는 영화,11,0
kjun****,2015.11.09. 15:19,10,"이창동 감독님  영화를 볼때마다 현실의 잔인함과 처연함, 순수의 아름다움이 어쩌면 저렇게 날 것으로 섞여 치고 들어오는지 무서울 정도다. 절대 다시 보고싶지 않은... 주인공의 시가 여학생의 목소리를 타고 흐르는 엔딩은 단언컨대 한국영화사상 최고다.",11,0
kuen****,2022.03.11. 20:14,10,눈물이 메마르던 요즈음에 마지막 장면에서 나도 모르게 눈물 한 방울 똑 떨어지게 하는 영화였어요. 이창동 감독님 정말 존경합니다.,12,1
clsr****,2013.11.11. 08:29,7,무겁다. 너무 무겁다. 영화는 끝없이 잔잔하고 삶의 고된 무게는 관중을 납작하게 만들고 질식시킨다. 좋은 영화지만 추천하고 싶지는 않다.,13,2
dofh****,2016.05.07. 02:27,10,이런 영화 좀 쳐봐라 영알못들아 그래야 이런 영화가 또 나온다,15,4
