username,date,rating,review,likes,dislikes
saem****,2018.03.15. 10:37,10,거칠지 않고 억지스럽지않고 잔잔한 감동을 주는 영화.,41,2
7206****,2018.03.15. 20:17,10,너무 좋다 진짜. 따뜻하다,30,0
lips****,2018.03.15. 21:06,10,"왜 이리 눈물이 나는지... 이 영화는 울라고 강요하지 않는데도 마음이 먹먹하면서 눈물이 멈추지 않네요ㅠㅜ 항상 집안일을 도와주시는 시어머니와 시어머니 친구분들과 함께 봤는데, 저도 울고 시어머니와 친구분들도 울고... 엄마 생각에 웁니다ㅠㅜ",30,1
dale****,2018.03.15. 21:32,10,엄마랑 함께 보고왔어요.. 가슴을 따뜻하게 만드는 영화네요~,27,0
mero****,2018.03.15. 13:14,10,부모님이 생각나게 해주는 영화.,22,1
mate****,2018.03.16. 15:04,10,시사회에서 보고 오고 내일 어머니 모시고 가려는데 안산에 상영관이 없다니... 상영관을 늘려달라!!,17,0
bazz****,2018.03.16. 11:27,10,내가 아들이라면 꼭 봐야하는 영화. 내가 좀 부족한 아들이라 생각한다면 더욱 더 봐야할 영화.,17,0
appl****,2018.03.15. 21:45,9,"어쩌면 우리가 격을수도 있는,, 격고 있는 이야기라고 생각하니 세삼더 가슴이 아립니다. 오늘은 집에 일찍가서 엄마랑 맛있는 저녁을 해먹어야 겠습니다. 시간이 더 흘러가기 전에요~~~",17,1
ssen****,2018.03.15. 15:42,8,따뜻한 사랑이 녹아 있는 변함없는 엄마표 김치같은 영화,15,1
inok****,2018.03.15. 21:41,10,너무 좋고 마음이 따뜻해지네요ㅎ,12,0
soda****,2018.03.15. 21:26,10,서로 위로하고 위안받는 시간,12,0
qpou****,2018.03.18. 12:00,10,감동적인 영화네요. 엄마랑 자녀랑 같이 보면 좋은 영화입니다. 영화대사중에 엄마가  엄마보고싶다고 하는 대사가 찡했습니다. 우리엄마들도 힘들고 엄마가 보고싶다는걸 깜박잊었는데 ... 잘봤어요.,11,0
elfl****,2018.03.18. 10:28,10,정말 추천합니다 일상대화들이 톡톡 터지는 재미도 좋고 우리도 곧 저렇게 되겠지하는 공감대가대단한 영화입니다언젠가 저렇게 될걸 지금 어떻게 준비하자를말해주는듯 합니다,11,0
haji****,2018.03.15. 21:47,10,따뜻한 영화..기대됩니다..,11,0
rome****,2018.03.15. 18:58,10,영화를 보고 나니 엄마와 함께 요리하며 노닥거리고 싶어졌다.,11,0
wjdw****,2018.03.16. 13:52,10,정말 엄마에게 잘해드려야 겠다는 생각이 드는 영화입니다!!! 굿,10,0
pdy0****,2018.03.16. 00:31,10,감동적이고 잊을 수 없는 영화에요.,10,0
dago****,2018.03.15. 23:48,10,"기억에 오래 남을 영화네요,,,",11,1
muzj****,2018.03.18. 08:56,10,내 가족을 다시금 돌아볼수 있는 시간,9,0
bora****,2018.03.16. 21:48,10,이 영화 왜 상영관이 없어요?,9,0
chsw****,2018.03.16. 02:32,10,뭔가 가득찬 느낌..진짜 좋았습니다ㅠㅠㅠ,9,0
ck99****,2018.03.15. 18:29,10,따뜻하고 온화한 영화. 자꾸 생각난다,9,0
aud_****,2018.03.15. 18:06,10,마음이 따뜻해지는 영화,9,0
unif****,2018.03.15. 18:20,10,오랫만에  느끼는 감동이네요.,10,1
whwo****,2018.03.18. 02:19,10,솔직히 어머니가 계셨다면.. 그냥 울면서 10점 아닌가.. 아직 어리다면 나중에라도.. 자식 키우는 어른이라면.. 자식전에 친외부모님 돌아보자.... 전 우는중이니..,8,0
duck****,2018.03.15. 22:57,10,오래도록 기억에 남을것 같아요..,8,0
yonn****,2018.03.17. 13:24,10,"진짜로 너무 부모님,가족들 할머니 할아버지 생각이 나서 슬펐고 잘해야겠다고 생각을 했어요..모두 효도합시다",7,0
worb****,2018.03.15. 19:07,10,잔잔하면서 가족들이랑 보기좋은 영화,7,0
maru****,2018.03.15. 15:14,10,엄마의 엄마 돌아가신 할머니가 보고싶네요~,6,0
keum****,2018.03.17. 17:50,10,감동받습니다. 대딘히네요. 마음이 잔잔하고 따스해지는 느낌..,7,1
anne****,2018.03.16. 00:44,9,엄마와 아이 손잡고 삼대가 보면 좋은 영화!,7,1
inue****,2018.03.15. 17:47,10,개훔방 영화처럼 엄마의 공책 영화도 따뜻하고 좋아요. 꼭 보세요! 가족과 함께 보면 좋답니다.,7,1
bbak****,2018.03.15. 14:21,9,요즘같을때 보기 좋네요 과하지않은 연출과 이주실씨와 이종혁씨 실제 모자같은 연기로 감동이였어요,7,1
k026****,2018.03.17. 14:57,10,엄마께 잘 해드려야겠다,5,0
saer****,2018.03.16. 12:46,10,감독님 전작부터 알아봤지만 감동영화 참 잘 만드시는것같아요 보는 내내 마음이 뭉클했어요.감독님이 말하셨던 것처럼 부모님과 같이 보기 참 좋은 영화네요,5,0
woeh****,2018.03.16. 11:13,10,노인복지일을 하는 사람으로 진한 감동을 받을 수 있는 영화였다,5,0
kims****,2018.03.16. 11:12,10,엄마를 생각하게되는 따뜻한영화..슬프다ㅜ,5,0
tlah****,2018.03.16. 10:38,10,부모님이 보고싶어 지는 영화네요.. 정말 감동받아가면서 영화를 봤습니다,5,0
sk70****,2018.03.16. 10:08,10,온 가족이 봐야 할 모두의 영화,5,0
muse****,2018.03.15. 17:24,10,영화에서 어릴적 엄마가 해주셨던 음식맛이 났어요..엄마도 수첩에 레시피 빼곡하게 적으셔서 저 시집갈 때 주셨었는데...엄마랑 같이 와서 보고프네요^ㅅ^,5,0
pari****,2018.03.15. 15:18,10,오늘 개봉했네요. 엄마와 할머니랑  함께 볼 수 있는 영화네요.,5,0
zeit****,2018.03.15. 19:26,9,현실같은 인물들이 보여주는 한국 사회의 외면하고픈 진짜 현실. 가족에 대해 다시 생각하게 하는 따뜻하고 잔잔한 영화. 중반 이후 눈물샘이 갑작스레 터진다.,6,1
yoon****,2018.04.21. 16:12,10,엄마의 공책이 갖고 싶네요 잔잔한 울림이 있어 좋습니다,4,0
hong****,2018.03.22. 18:08,10,시끄럽고.. 답답한 세상속에서 엄마의 평안함을 느낄 수 있는 잔잔하고 감동적인 영화에요.. 추천합니다!,4,0
made****,2018.03.21. 23:51,10,이 영화를 보고난 후 제일먼저 하는일.부모님께 전화하기.그리고 와이프 뽀뽀해주기.일상에서 느끼는 소중함을 깨닫게 해주는 영화네요.,4,0
