word,score
abuse,39
elder,27
elder abuse,23
older,19
neglect,14
care,14
mistreatment,12
adults,12
older adults,11
study,11
health,10
elderly,10
abuse neglect,9
social,8
violence,8
financial,8
elder mistreatment,8
risk,7
research,7
factors,7
prevalence,7
physical,7
people,7
family,7
women,7
victims,7
data,7
nursing,7
cases,6
em,6
services,6
caregivers,6
associated,6
screening,5
aps,5
review,5
adult,5
analysis,5
findings,5
studies,5
psychological,5
professionals,5
life,5
home,5
homes,5
workers,5
older people,5
intervention,5
reported,5
support,5
exploitation,4
sexual,4
participants,4
patients,4
age,4
maltreatment,4
training,4
identify,4
reporting,4
practice,4
knowledge,4
results,4
relationship,4
population,4
prevention,4
conducted,4
older women,4
years,4
caregiver,4
types,4
case,4
emotional,4
experiences,4
ean,4
article,4
protective,4
community,3
problem,3
experience,3
characteristics,3
elders,3
interventions,3
financial exploitation,3
dementia,3
individuals,3
medical,3
scale,3
risk factors,3
different,3
tool,3
survey,3
living,3
chinese,3
aged,3
literature,3
ea,3
higher,3
95,3
physical abuse,3
identified,3
quality,3
nursing homes,3
understanding,3
providers,3
health care,3
role,3
national,3
included,3
healthcare,3
persons,3
service,3
education,3
significant,3
fraud,3
potential,3
residents,3
including,3
model,3
groups,3
settings,3
found,3
use,3
public,3
nurses,3
group,3
depression,3
experienced,3
clinical,3
outcomes,3
related,3
focus,3
sample,3
common,3
needs,3
reports,3
mental,3
pandemic,3
staff,3
program,3
facilities,3
based,3
evidence,3
new,3
approach,3
systematic,3
work,3
victim,3
perceptions,3
emergency,3
forensic,3
policy,3
measures,3
adult protective,3
important,3
members,3
present,3
polyvictimization,2
address,2
ci,2
crosssectional,2
old,2
need,2
primary,2
mortality,2
increase,2
abusive,2
likely,2
abuse older,2
interviews,2
assessment,2
validity,2
qualitative,2
high,2
practices,2
type,2
multiple,2
report,2
victimization,2
psychological abuse,2
development,2
awareness,2
aging,2
cognitive,2
future,2
help,2
protective services,2
improve,2
level,2
financial abuse,2
issue,2
questionnaire,2
loneliness,2
behaviors,2
strategies,2
lack,2
forms,2
current,2
covid19,2
system,2
increased,2
theory,2
greater,2
ipv,2
form,2
states,2
field,2
developed,2
levels,2
child,2
social workers,2
symptoms,2
responses,2
programs,2
barriers,2
vulnerable,2
mental health,2
vulnerability,2
detection,2
older persons,2
domestic,2
prevalence elder,2
elder neglect,2
challenges,2
rates,2
examine,2
low,2
rural,2
assess,2
prevent,2
60,2
abused,2
relationships,2
countries,2
sexual abuse,2
overall,2
status,2
total,2
state,2
perceived,2
regression,2
cultural,2
elderly abuse,2
provide,2
impact,2
capacity,2
themes,2
items,2
response,2
social support,2
resources,2
perpetrators,2
nursing home,2
significantly,2
partner,2
context,2
compared,2
emotional abuse,2
safety,2
neglect older,2
respondents,2
paper,2
children,2
family members,2
examined,2
time,2
identifying,2
poor,2
evaluation,2
collected,2
longterm,2
recommendations,2
95 ci,2
ed,2
intimate,2
sv,2
aim,2
hospital,2
legal,2
information,2
older adult,2
aimed,2
death,2
determine,2
showed,2
human,2
lower,2
personal,2
models,2
association,2
better,2
little,2
explore,2
rights,2
provided,2
issues,2
articles,2
multidisciplinary,2
identification,2
american,2
professional,2
childhood,2
purpose,2
department,2
known,2
public health,2
framework,2
complex,2
analyzed,2
changes,2
setting,2
burden,2
effects,2
patient,2
intimate partner,2
phenomenon,2
number,2
needed,2
ethical,2
tools,2
effect,2
systematic review,2
suggest,2
communitybased,2
consequences,1
communities,1
individual,1
assessed,1
process,1
rate,1
stress,1
united,1
geriatric,1
management,1
ageism,1
describe,1
implications,1
past,1
addressing,1
factor,1
reliability,1
team,1
working,1
neglect abuse,1
decision,1
institutional,1
residential,1
gender,1
perspectives,1
problems,1
developing,1
family caregivers,1
test,1
limited,1
female,1
implementation,1
develop,1
chronic,1
specific,1
rra,1
severity,1
disease,1
increasing,1
questions,1
good,1
abuse screening,1
project,1
communitydwelling,1
reviews,1
anxiety,1
analyses,1
diagnosis,1
comprehensive,1
control,1
teams,1
investigate,1
longterm care,1
provides,1
logistic,1
environment,1
perception,1
perpetrator,1
justice,1
approaches,1
differences,1
period,1
efforts,1
preventing,1
positive,1
general,1
relatives,1
key,1
hospitals,1
emergency department,1
odds,1
understand,1
policies,1
effective,1
united states,1
reduce,1
include,1
partner violence,1
suspected,1
criteria,1
decisionmaking,1
logistic regression,1
educational,1
areas,1
care providers,1
human rights,1
care workers,1
negative,1
old age,1
design,1
influence,1
treatment,1
fe,1
considered,1
relevant,1
researchers,1
daily,1
lead,1
substance,1
protect,1
families,1
descriptive,1
income,1
types abuse,1
global,1
ethics,1
aged 60,1
neglected,1
factors associated,1
perspective,1
experiencing,1
risks,1
semistructured,1
growing,1
area,1
inform,1
younger,1
attention,1
students,1
major,1
populations,1
making,1
secondary,1
lifetime,1
conflict,1
study aimed,1
available,1
caregiving,1
behavior,1
methods,1
version,1
especially,1
abuse victims,1
harm,1
person,1
india,1
signs,1
crosssectional study,1
welfare,1
cases elder,1
isolation,1
wellbeing,1
presence,1
detect,1
future research,1
measurement,1
protection,1
aged care,1
investigation,1
healthcare professionals,1
scores,1
instrument,1
elderly individuals,1
importance,1
focus groups,1
65,1
guidelines,1
elder maltreatment,1
indepth,1
year,1
critical,1
local,1
metaanalysis,1
main,1
center,1
ability,1
12,1
aims,1
existing,1
study conducted,1
involving,1
despite,1
traditional,1
physicians,1
indicate,1
impairment,1
indicators,1
performed,1
associations,1
society,1
completed,1
previous,1
dental,1
selected,1
estimates,1
action,1
evaluate,1
data collected,1
assault,1
content,1
care facilities,1
standard,1
emerged,1
primary care,1
respond,1
patterns,1
international,1
covid19 pandemic,1
change,1
abilities,1
functional,1
caregiver neglect,1
chinese older,1
longitudinal,1
2013,1
10,1
contribute,1
care homes,1
discussed,1
depressive,1
according,1
collaboration,1
agencies,1
confidence,1
clients,1
following,1
observed,1
definitions,1
child abuse,1
abandonment,1
resident,1
published,1
index,1
china,1
womens,1
later,1
best,1
mothers,1
burnout,1
followed,1
screening tool,1
methodology,1
vept,1
ghana,1
designed,1
peoples,1
institutions,1
home care,1
exploratory,1
interview,1
psychometric,1
unique,1
explored,1
satisfaction,1
quality life,1
abuse elderly,1
rrem,1
detecting,1
sampling,1
tested,1
processes,1
abuse financial,1
sensitivity,1
criminal,1
job,1
protocol,1
subtypes,1
correlates,1
frequency,1
seven,1
described,1
range,1
domestic violence,1
indicated,1
estimate,1
recent,1
present study,1
history,1
possible,1
inclusion,1
exploring,1
ways,1
prior,1
experts,1
activities,1
vs,1
pilot,1
variables,1
theoretical,1
economic,1
improving,1
necessary,1
2017,1
method,1
order,1
informal,1
course,1
initial,1
intervene,1
caring,1
depressive symptoms,1
providing,1
evaluated,1
effectiveness,1
online,1
facility,1
measure,1
ensure,1
attitudes,1
difficult,1
60 years,1
elderly people,1
demographic,1
currently,1
trial,1
diverse,1
district,1
men,1
brief,1
interviewed,1
visits,1
cohort,1
trauma,1
andor,1
2015,1
responding,1
services aps,1
properties,1
calls,1
particularly,1
gaps,1
socioeconomic,1
investigations,1
urban,1
16,1
violence older,1
ltc,1
followup,1
specifically,1
nurse,1
situation,1
improved,1
similar,1
conditions,1
addressed,1
opportunity,1
concerns,1
addition,1
representative,1
involved,1
older patients,1
led,1
essential,1
recruited,1
types elder,1
highlight,1
cause,1
describes,1
evidencebased,1
health professionals,1
life course,1
phase,1
data collection,1
collection,1
subjects,1
given,1
mean,1
examination,1
extent,1
presented,1
revealed,1
early,1
immigrants,1
risk abuse,1
databases,1
purpose study,1
outcome,1
communication,1
africa,1
study examined,1
organizational,1
focused,1
eg,1
received,1
screen,1
respectively,1
link,1
conceptual,1
systems,1
social isolation,1
older peoples,1
standardized,1
steps,1
suspicion,1
predictors,1
helpseeking,1
discuss,1
form abuse,1
acute,1
strategy,1
examining,1
dignity,1
populationbased,1
incidents,1
little known,1
investigated,1
interviews conducted,1
aps workers,1
nature,1
practitioners,1
malaysia,1
disability,1
opportunities,1
baseline,1
practical,1
search,1
gap,1
family violence,1
aspects,1
access,1
intention,1
police,1
dependent,1
world,1
late,1
violence abuse,1
identify elder,1
exposure,1
examines,1
quantitative,1
statistically,1
decisions,1
injuries,1
definition,1
pain,1
15,1
direct,1
psychometric properties,1
result,1
assessments,1
value,1
11,1
vulnerability fraud,1
forms abuse,1
concern,1
majority,1
aggression,1
item,1
abuse elder,1
focus group,1
alleged,1
mistreatment older,1
months,1
reporting elder,1
neglectful,1
communitydwelling older,1
actions,1
reviewed,1
values,1
reducing,1
score,1
relation,1
employed,1
residenttoresident,1
hospitalized,1
causes,1
emts,1
goal,1
face,1
sexual violence,1
substance use,1
useful,1
appropriate,1
records,1
presents,1
fracture,1
victims elder,1
play,1
late life,1
iran,1
adverse,1
mistreatment em,1
sources,1
coping,1
senior,1
domains,1
frequently,1
implemented,1
physical sexual,1
daily living,1
mediating,1
trust,1
core,1
sexual assault,1
promote,1
sociodemographic,1
decisional,1
dimensions,1
protocols,1
occurrence,1
administered,1
americans,1
abuse risk,1
ongoing,1
abuses,1
consisted,1
participated,1
centers,1
assistance,1
carried,1
measured,1
highlights,1
exposed,1
terms,1
eds,1
potentially,1
