word,score
그대,32
어이가리,31
그대 어이가리,30
재미있게,25
재밌게,19
잘봤습니다,16
보았습니다,10
그대어이가리,9
좋았어요,9
좋았습니다,8
재미있어요,8
좋은,8
어이가리 그대,8
재미있게 보았습니다,6
재미있게 잘봤습니다,5
영화는,5
슬픈,5
연기가,5
관람했습니다,5
감동적인,5
이야기,4
슬프고,4
재밌어요,4
영화네요,4
영화입니다,4
좋네요,4
좋아요,3
배우들의,3
감사합니다,3
영화였습니다,3
현실적이여서,3
연기,3
잘봤어요,3
많이,3
슬픈영화,3
현실적이여서 슬픈영화,3
추천합니다,3
영화였어요,3
재밌었어요,3
그럭저럭,3
마음이,3
왔습니다,3
감명깊게,3
재미있네요좋아요,3
잔잔하고,2
많은,2
볼만했어요,2
너무나,2
치매,2
슬프네요,2
생각이,2
좋았는데,2
현실적인,2
영화를,2
치매가,2
치매에,2
가슴이,2
같아요,2
어이가리 재밌게,2
재미있어요 재미있어요,2
잘봤습니다 감사합니다,2
진짜,2
여운이,2
재미있어용,2
강츄강츄,2
재미있어요 강츄강츄,2
재미있어용 재미있어요,2
대해,2
배우들의 연기가,2
웃으면서 평을,2
쓸만한,2
평을 쓸만한,2
아닙니다,2
영화는 좋았는데,2
평을,2
쓸만한 영화는,2
좋았는데 웃으면서,2
영화는 아닙니다,2
웃으면서,2
다시,2
생각하게,2
없는,2
치매는,2
먹먹한,2
연기는,2
슬펐어요,2
슬퍼요,2
감동적으로,2
가슴,2
좋았습니다좋았습니다,2
해당영화를관람하였습니다,2
굿굿긋긋굿굿,2
재미나게,2
볼만해요볼만해요볼만해요,2
가족의,1
좋은 관람했습니다,1
같은,1
잘보고,1
배우들,1
합니다,1
스토리가,1
어이하리,1
무서운,1
보면,1
슬프지만,1
싶은,1
재밌었어요 추천합니다,1
연출,1
재밌게 관람했습니다,1
어이가리 재미있게,1
잘보고 왔습니다,1
치매를,1
잔잔한,1
아픈,1
괜찮았어요,1
감동이,1
남는,1
추천하지는,1
않습니다,1
추천하지는 않습니다,1
볼만한,1
뭔가,1
누구에게나,1
재밌습니다,1
아름다운,1
볼만합니다,1
감동적인 영화입니다,1
사랑,1
슬펐습니다,1
알츠하이머,1
연출이,1
영화가,1
재미있었어요,1
감동적이고,1
보게,1
그냥저냥,1
느낌,1
연출과,1
치매라는,1
세상에서,1
작품,1
내용이,1
울림이,1
생각을,1
감동,1
않은,1
일어날,1
누구에게나 일어날,1
20230310,1
눈물나네요,1
정말로,1
가장,1
좋았고,1
연기가 좋았습니다,1
아프고,1
느껴지는,1
재미,1
감동적이에요,1
생각보다,1
하게,1
좋아요 재밌게,1
아주,1
재미있게 잘봤어요,1
감동적입니다,1
좋았어요 좋았어요,1
보았습니다 보았습니다,1
하네요,1
와닿네요,1
좋네요 잘봤습니다,1
그런대로,1
스토리,1
슬프다,1
인생의,1
안타까운,1
치매의,1
아닌,1
잘봤습니다 굳굳굳,1
굳굳굳,1
기대안하고,1
보다,1
몰입해서,1
현실감,1
생각이 많아지는,1
많아지는,1
고통을,1
할아버지,1
봤는데,1
다룬,1
앞으로,1
연기도,1
감동적이었어요,1
보기,1
재밌어요 재밌어요,1
치매와,1
현실을,1
재미있게 관람했습니다,1
현실적이어서,1
같지,1
좋은 영화입니다,1
별로예요,1
생각을 하게,1
마음,1
감동적인 영화였어요,1
느낌이,1
가슴이 아픈,1
되는,1
점수는,1
점수는 10점입니다,1
10점입니다,1
내점수는,1
내점수는 별2개,1
별2개,1
치매는 무서운,1
연기와 연출,1
연기와,1
현실적이고,1
잘봤네요,1
우리의,1
나는,1
좋은영화,1
밖에,1
배우들의 연기는,1
할머니와,1
유사한,1
할아버지 할머니와,1
유사한 사례라정말,1
몰입해서 집중해서,1
할머니와 유사한,1
사례라정말,1
집중해서,1
집중해서 감명깊게,1
사례라정말 몰입해서,1
여운이 남는,1
드라마,1
생각,1
아프네요,1
남의,1
와닿는,1
영화의,1
돋보이는,1
추천하고,1
누구나,1
배우분들의,1
가족간의,1
죽음에,1
생각해,1
제일,1
가족에,1
무난하게,1
사는게,1
어르신들의,1
작지만,1
별로였네요,1
어려운,1
되네요,1
아픈 영화네요,1
볼만,1
어이가리어이가리어이가리,1
네아주슬프고악몽이고의미도있냈요,1
잘봤습니다재미있어요,1
잘쉬다갑니다,1
살아간다는건,1
포인트를먹읍시다열글자,1
대사중꽃처럼아릅답게좋은모습으로생을마감하고자하는정아미님의역과선동혁님의연기력이선동혁남의창이어울려서한연기는중년배우만이해낼수있는역활을감동깊게관람했으며배우님연기모두좋았으며많은분이사랑하는사람과가족과함우리만족의국악에대해서도좋은음악이란걸공감하시길적극추천합니다,1
너무슬퍼요눈물났어요으아아아앙,1
봣습니다,1
잼있어요잘봤습니다,1
재밋게,1
재미있었어요101010,1
닏듸딛,1
볼만했습니다볼만해요,1
뜻깊은시간의미있는시간,1
치매란무서운병으로인해주변가족들의고통과인생의삶이란어떤것인가를보여주는영화어릴적보았던꽃상여의등장은많은생각을만드네요선동혁정아미두배우의혼신의열연에박수를보냅니다무형문화재우리것을잘보존하고잘지킵시다그대어이가리,1
슬픈이야기넹노,1
재밌어요좋아좋아요오옹,1
슬프네여,1
재미또다른하나의의미,1
디좋아,1
어이가리어이이가리그대,1
재밌었습니다굿굿,1
아주재미있게봤습니다,1
보면서많이울었어요아빠가생각이났어요,1
구우웃구우웃구우우웃,1
생생히와닺는영화다아마내나이때문일까아니면돌아가신부모님에대한애환일까,1
별로예요0,1
죽여야했어,1
별로였어요,1
영화잘보고옵니다,1
영화잘보고나왔습니다,1
그대를향한끊없는마음,1
뭉클했습니다,1
그대어이가리그대어이,1
그대어이가리그대어이가리,1
그대어이가리그대여이,1
그대어이가리볼만합니다,1
그대어이가리어이가리,1
그대어이가리이어이가리,1
뭐랄까,1
우울해요,1
몰입감있게,1
이벤트로,1
괜찮습니다잘,1
이까웠어요,1
좋아요좋아요좋아요,1
먹먹함따뜻함,1
아끼세호용,1
다큐멘터리,0
연극,0
현실적이라,0
슬프고 감동적인,0
재미있고,0
생각해보게,0
삶을,0
안타깝고,0
문제,0
슬픈 영화네요,0
따뜻한,0
나도,0
최고,0
작품이었습니다,0
인상적인,0
배우분들,0
남일,0
남일 같지,0
가족,0
이야기네요,0
눈물,0
영화보다는,0
저냥,0
아니라,0
좋은 작품,0
가족영화,0
영화적,0
치매로,0
치매라는게,0
사실적으로,0
기대안하고 보면,0
굿굿,0
실제,0
같네요,0
울린,0
잔잔해요,0
소리가,0
영화입니다 추천합니다,0
끝까지,0
현실,0
생각했던,0
무섭고,0
영화였다,0
잔잔하게,0
스토리에,0
좋았고 추천하고,0
전체적인,0
추천하고 싶은,0
전체적인 연출과,0
연출과 스토리가,0
스토리가 좋았고,0
싶은 영화였습니다,0
없는 이야기,0
서프라이즈,0
못하고,0
모습을,0
좋겠어요,0
남는 영화네요,0
치매환자와,0
관람,0
인생이란,0
보세요,0
있지만,0
입니다,0
영화같아요,0
많은 생각을,0
봐야,0
바라보는,0
공감이,0
진부함,0
연기가 돋보이는,0
최선을,0
보고나니,0
돌아보게,0
점점,0
힘들다,0
나한테는,0
나한테는 밖에,0
남일같지,0
것을,0
무엇인지,0
사랑의,0
죽음에 대해,0
모르게,0
나도 모르게,0
많은 생각이,0
국악과,0
극장에서,0
국악의,0
됩니다,0
현실이네요,0
지루하고,0
가슴아픈,0
그런지,0
있게,0
아픔을,0
와닿는 연기와,0
한국인에게,0
한국인에게 와닿는,0
세상에서 가장,0
우울하지만,0
많이 남는,0
여운이 많이,0
현실입니다,0
건강하게,0
내가,0
나의,0
안락사,0
오랫동안,0
인간의,0
영화관에서,0
소리로,0
이창열,0
뻔한,0
인생을 다시,0
인생을,0
것보다,0
걸린,0
재미는,0
어디로갔나,0
슬프고 아프네요,0
재밌게 잘봤습니다,0
국악을,0
좋은 잘봤습니다,0
가슴 아픈,0
남편의,0
잘관람했어요,0
아프지만,0
다가올,0
우리나라,0
않아,0
않는,0
무서운 병이네요,0
병이네요,0
뭔지,0
노년의,0
그대어이가리 잘봤습니다,0
남일같지 않은,0
죄송합니다,0
없습니다,0
보았습니다 좋았어요,0
가족을,0
좋았을,0
마음 아프고,0
좋았다,0
너무도,0
배우들의 연기,0
생각해보는,0
공감,0
것은,0
삶의,0
좋은 영화였어요,0
슬프네요 잘봤습니다,0
그대어이가리 좋았습니다,0
지금,0
것인가,0
재밌게 잘봤어요,0
한편의,0
배우들 연기는,0
어이가리 잘봤습니다,0
감동적이었습니다,0
감동적인 영화였습니다,0
일이,0
힘든,0
사회적,0
않았습니다,0
인생이,0
스토리가 좋았어요,0
부모님도,0
재미있어요 감사합니다,0
생각해 보게,0
공감할,0
생각이 많은,0
가족간의 사랑,0
감동적으로 잘봤습니다,0
내용도,0
배우님,0
어이가리 보았습니다,0
어이가리 좋았어요,0
굳이,0
그대어이가리 슬펐어요,0
잘봤습니다그대,0
잘봤습니다그대 어이가리,0
잘봤습니다 감동적이었어요,0
잔잔하게 잘봤습니다,0
연극 같은,0
그대어이가리 그대,0
보냈다,0
어머니께서,0
괜찮았어요 좋았어요,0
더욱,0
영화를 어이하리,0
느낌으로,0
결말,0
좋네요 잘봤어요,0
슬프고 감동적이에요,0
재미있게 보았네요,0
보았네요,0
드라마를,0
드라마를 영화관에서,0
명절,0
좋은영화네요,0
잘봤습니다 사랑합니다,0
사랑합니다,0
좋은영화네요 잘봤습니다,0
안타깝고 슬픈,0
나오는,0
깊은,0
어이가리 재밌었어요,0
어이가리 재밌어요,0
어이가리 잘봤어요,0
기억이,0
감독님,0
잘봤습니다 잘봤습니다,0
그럭저럭 볼만했어요,0
재밌게 잘잤습니다,0
잘잤습니다,0
담담하게,0
슬프고 감동적이었어요,0
펑펑,0
이미,0
드는,0
배우들 연기가,0
어이가리 슬퍼요,0
어이가리 어이가리,0
인상적으로 보았습니다,0
그냥그냥 보았습니다,0
인상적으로,0
흥미롭게,0
그냥그냥,0
흥미롭게 보았습니다,0
나를,0
잔잔하고 괜찮았어요,0
괜찮았어요 추천합니다,0
잔잔하고 재밌습니다,0
재밌습니다 추천합니다,0
슬픈 영화에요,0
영화에요,0
감정을,0
잘관람했어요 좋아요,0
어이가리 어이하리,0
그냥저냥 그럭저럭,0
마음이 아픕니다,0
아픕니다,0
여러가지,0
하다,0
느끼게,0
그대어리가라,0
잘봤씁니다,0
그대어이가리 그대어리가라,0
그대어이가리 잘봤씁니다,0
슬프고 감동적,0
감동적,0
잔잔한 감동이,0
갑니다,0
감동적인 스토리의,0
스토리의,0
정말로 무서운,0
주는,0
어이가리 재밌습니다,0
있어,0
뭉클한,0
뭉클한 영화였습니다,0
현실감이느껴지는,0
현실감이느껴지는 영화였습니다,0
가족은,0
공감은,0
연기 실감나네요,0
실감나는 연기,0
실감나는,0
실감나네요,0
어디서,0
날이,0
극복되는,0
극복되는 날이,0
그럭저럭 무난하게,0
현실적이라 와닿네요,0
감동적이고 슬펐습니다,0
볼만한 작품이었습니다,0
좋고,0
보여준,0
현실적이고 슬퍼요,0
저냥 볼만했어요,0
내용은,0
어이가리 잘봤네요,0
인상깊어요,0
인상깊어요 감사합니다,0
가슴이 막막해지는,0
막막해지는,0
좋겠네요,0
힘들게,0
좋아요오오옹 재밌어요,0
여운이 오래가는,0
오래가는,0
보고싶어요,0
볼만했습니다,0
좋아요오오옹,0
재밌어요 볼만했습니다,0
재밌었어요 보고싶어요,0
소리를,0
아쉬우면서도,0
아쉬우면서도 먹먹한,0
보면 눈물나는,0
슬프지만 볼만했다,0
눈물나는,0
뭔가 난다,0
난다,0
재미나요볼만 합니다,0
재미나요볼만,0
볼만했다,0
작지만 울림이,0
안타까운 이야기네요,0
재미 입니다,0
영화보다는 드라마,0
생각보다 볼만,0
루즈한,0
영화가 감동뭉클슬퍼요,0
단막극 느낌,0
현실성이,0
단막극,0
감동뭉클슬퍼요,0
연출이 단편적이네,0
현실성이 느껴지는,0
루즈한 느낌이,0
단편적이네,0
아이가릿,0
어이가리 소소한감동,0
어이가리 아이가릿,0
어이가리 안녕히,0
안녕히,0
어이가리 소소,0
보고왔어요,0
소소한감동,0
소소,0
어이가리 사랑이란,0
사랑이란,0
어이가리 2023,0
어이가리 보고왔어요,0
2023,0
사랑하는,0
감동좋은영화입니다,0
감동이 있는영화,0
내용이 와닿았습니다,0
감동 감동좋은영화입니다,0
있는영화,0
와닿았습니다,0
영화를 보고나니,0
것이,0
치매라는게 힘들다,0
연기에,0
고통이,0
고마웠어요,0
정말로 고마웠어요,0
심각하지만,0
심각하지만 좋은영화,0
죽지도 못하고,0
만해요,0
죽지도,0
재미있게봤습니다,0
은은하고 감동적입니다,0
슬픈영화였습니다,0
감동적이에요 재미있게봤습니다,0
감동적이고 슬픈영화였습니다,0
은은하고,0
그냥저냥 만해요,0
것을 생각하게,0
많은 것을,0
현실로,0
하면,0
되면,0
되었네요,0
실감나게,0
좋습니다,0
수도,0
슬펐다,0
다큐멘터리 다큐멘터,0
써쿠로 잘봤네요,0
우울하지만 리얼한현실,0
현실적이고 슬펐다,0
인상적인 내용이었습니다,0
배우분들의 연기도좋았고잘,0
재미있고 신선했어요,0
재미있었어요 신선하고,0
신선하고,0
내용이었습니다,0
생각보다는,0
리얼한현실,0
연기도좋았고잘,0
신선했어요,0
생각보다는 별로였네요,0
써쿠로,0
다큐멘터,0
살아가는,0
현실이,0
내용과,0
소재가,0
있었어요,0
아프다,0
받아들여야,0
한번쯤,0
가족이,0
미안하다 까먹었다,0
감당하기에는,0
인상적이지만,0
그랬어요 별루,0
시간이아깝 공짜니까뭐,0
영화버젼이군요,0
잘보고갑니다재미있게,0
기대중입니다,0
문학관의 영화버젼이군요,0
미안하다,0
그랬어요,0
예매만하고,0
알고보니까,0
알고보니까 다른사람이었넹,0
인상깊었다,0
잘보고갑니다재미있게 보고가요,0
아프지말고,0
문학관의,0
아프지말고 오래살자,0
극장나들이였음,0
인상적이지만 힘들었어요,0
까먹었다,0
오랜만의,0
눈물이펑펑,0
예매만하고 못봤어요,0
오랜만의 극장나들이였음,0
못봤어요,0
떠나보내야한다면,0
어떻게했을까,0
괴롭더라구요,0
가족내에서 감당하기에는,0
다른사람이었넹,0
감사히 봤어용,0
이렇듯,0
35점50점,0
비추천 합니당,0
가족내에서,0
보진않았지만 좋다고들한다,0
치매는걸리면 안된다,0
보진않았지만,0
취향은,0
합니당,0
괜찮았습니다,0
좀그냥,0
취향은 아니였음,0
결말장면이 인상깊었다,0
감정이입돼서봤어요나라면 어떻게했을까,0
오래살자,0
낚였음,0
늙어간다는,0
한번쯤은,0
안된다,0
한번쯤은 봐줄만한,0
결말장면이,0
35점50점 볼만해요,0
아니였음,0
감사히,0
비추천,0
공짜니까뭐,0
보는데 괴롭더라구요,0
별루,0
좋다고들한다,0
시간이아깝,0
보고가요,0
사랑하는이를 떠나보내야한다면,0
사랑하는이를,0
감정이입돼서봤어요나라면,0
봤어용,0
평론가들한테 낚였음,0
마지막장면보고,0
치매는걸리면,0
계속나서 혼났다,0
힘들었어요,0
봐줄만한,0
평론가들한테,0
흥미로운이야기 기대중입니다,0
좀그냥 괜찮았습니다,0
흥미로운이야기,0
늙어간다는 이렇듯,0
계속나서,0
볼만해요,0
마지막장면보고 눈물이펑펑,0
보는데,0
혼났다,0
별로예요 별로예요,0
내용,0
배우님 연기가,0
만드는,0
