"url","username","reviewDate","year","review","rating","likes"
"https://pedia.watcha.com/ko-KR/comments/boY2lKoqqOEWO","재원","5년 전",2019,"늘 같을 줄 알아선지, 바보같이  못 챙겼던 당신의 건강. 티 안 난다. 핑계대며 못 봤던 건 아니었나. 당신의 아픔. 영원할 줄 알았는지 소홀하게 대했었던 당신의 존재. - 어느 순간 혼자 놓여 돌아보니 무엇보다 듬직했던 당신인데, 짊어졌던 그 무게의 무거움을 너무 늦게 깨달은 건 아닐는지. 한결같은 그 마음에 이제라도, 감사하단 말 전해요 당신에게. - 무신경히 불효했던 자식놈이 무한히도 사랑하는 어머님께.","3.5","104"
"https://pedia.watcha.com/ko-KR/comments/6GWQ14GrRMJ50","JaylynJeong","11년 전",2013,"이 영화는 스토리가 살린게 아니다. 이 세상 모든 엄마들이 살린 영화.","3.5","81"
"https://pedia.watcha.com/ko-KR/comments/j7kQzoWr71El4","다솜땅","7년 전",2017,"엄마라는 제목은, 늘 가슴 먹먹하게 한다.. 안녕. 엄마..","4.5","41"
"https://pedia.watcha.com/ko-KR/comments/POkEw9kB1AMql","P1","5년 전",2019,"도저히 3점 밑으론 점수를 줄수가 없다. :이건 치트키..사기 그 자체..어메이징... 김해숙 여사의 엄마빙의..미친거지..","3.0","36"
"https://pedia.watcha.com/ko-KR/comments/PkvE69XBnQpgG","신원","11년 전",2013,"영화보는내내 펑펑울었지만 정작 영화 자체의 감동은없었다 그냥 엄마로시작해서 엄마로끝난영화","3.0","35"
"https://pedia.watcha.com/ko-KR/comments/5yz2Y64APMWjB","최성웅","8년 전",2016,"뻔한 산파극. 하지만 눈물없이는 못보는 그런 내용. 역시나 울면서 보고 말았다. 배우의 연기력은 시나리오와 감독과의 조화로 극대화 되나보다. 이시대   한국의 엄마 김해숙. 마지막 화장할때 울지도 못할만큼 힘이 다빠진 엄마의 얼굴. 눈물한방울 못흘리는 마음. 사랑하는 사람을 그렇게 보낼때의 심정. 가슴을 수벼판다. 같은 아픔을 공유한 사람으로써 정말 화장은 할게 못되는것 같다. 꼭 두번 죽이는 심정이라...","5.0","22"
"https://pedia.watcha.com/ko-KR/comments/jxZQR4yN0B2bq","와태","7년 전",2017,"뻔하디 뻔한 내용보다는, 얼마나 진하게 우려낼 수 있는가를 보여준다.","3.0","20"
"https://pedia.watcha.com/ko-KR/comments/0ezQy1klnQpq7","김혜진","10년 전",2014,"보는내내 눈물나는 영화 슬퍼서 객관적 평가가 힘듬","4.5","19"
"https://pedia.watcha.com/ko-KR/comments/6GWQ144D8vMJ5","신용석","3년 전",2021,"나도 모르게 눈물이, 여운 장난없네.","3.5","17"
"https://pedia.watcha.com/ko-KR/comments/PkvE6kYJL2pgG","티후옹이박모미성도원시야우현빈","10년 전",2014,"지극히 진부하고 평범한 연출, 그러나 언제나 눈물을 고이게 만드는 '어머니'라는 그 이름.","3.0","10"
"https://pedia.watcha.com/ko-KR/comments/droQ00P6grQyN","민채","8년 전",2016,"엔딩크레딧이 끝날때까지도 눈물을 멈출수가 없었다 . 영화자체의 평가가 어떻던간에 배우들의 연기에 몰입하지않을수가 없었다 . 나에게 묵어있던 모든 아픈감정들까지 전부 쏟아내버리게한 영화 .","5.0","7"
"https://pedia.watcha.com/ko-KR/comments/lP0E8pjjYEbxg","수현","10년 전",2014,"김해숙님은 정말 억세고 촌스럽고 자식한텐 한없는 사랑주는 엄마역 일인자.. 슬프면 얼마나 슬프것어 했는데 진짜 아.. 엄마의 마음이란ㅜㅜ 그리고 박진희 진짜 존예 매력있더라","4.0","6"
"https://pedia.watcha.com/ko-KR/comments/xkPEmrZdw2K3W","낭만취객","10년 전",2014,"객관적 평가가 어려운 영화. 가슴 속에 항상 뭍혀있는 단어 엄마. 항상 그리운 단어. 김해숙씨의 연기는 정말 일품이다. 엄마가 더욱 생각나는 밤이다.","4.0","6"
"https://pedia.watcha.com/ko-KR/comments/y4ZMOv0o32Op3","I75","10년 전",2014,"남자라도 충분히 공감할 수 있다. 마지막 딸을 떠나보내고 시골에 혼자남은 엄마의 독백은 눈물이 날 수 밖에 없다.","5.0","6"
