username,date,rating,review,likes,dislikes
vikt****,2020.09.27. 10:21,10,유코짱 도대체 왜 그런 선택을 하셨나요 ㅠㅠ 명복을 빕니다...,56,3
hots****,2020.09.27. 19:36,8,이건 너무 빠른 안녕 아닐까요. 유코 상... 비의 계절에 기적처럼 다시 만나러 와 주시길.,40,2
ykle****,2020.09.27. 15:59,10,다케우치 유코... 진짜 아까운 배우인데.. 안타깝네요..R.I.P,20,0
feel****,2020.05.27. 13:14,10,누구에게나 생길 수 있는 상황.. 가족의 헤어짐은 슬프지만 웃으며 담담하게 이별을 준비해가는 모습이 가슴 깊이 많은 여운을 남겨주는 영화네요.,23,3
masi****,2020.09.27. 10:46,10,삼가 고인의 명복을 빕니다.,16,1
bilm****,2020.09.27. 12:37,10,왜 극단적인 선택을ㅠ 편히 쉬세요. 영화제목이 더 가슴아프네요,12,0
qlrq****,2020.05.30. 00:09,10,원래 평점 잘 안남기는데 초반에는 저희 아빠생각 중반 후반때는 저희 할아버지 생각이 많이 났습니다  그냥 눈물한번 시원하게 쏟고싶으면 이영화 무조건 추천이고 일본이 다루는 슬픔의 소재가 늘 새롭고 영상미또한뛰어나서 이영화 내용 한번씩 다시 생각할때마다 울컥합니다,10,1
wind****,2020.05.31. 14:33,7,과하게 신파로 가지않고 잔잔하면서도 담담한 연출이 좋았고 배우들의 연기도 인상적이였다. 소소한 에피소드들도 웃으면서 볼수있었고 엔딩도 만족스러웠다. 다만 손자의 역할이 조금 이질적였고 차라리 할머니의 여러 상황이 더 많이 나왔더라면 하는 아쉬움이 남는다.,10,2
zzan****,2020.06.06. 15:19,10,"7년동안 자꾸 돌아가고 싶다면서 행복했던, 잊고 있었던 순간들을 가족들에게 선물해준 아버지. 그만큼 행복한 순간이 많았던 아버지였던것이다. 마지막 병상에서 호흡이 거칠면서도 웃음짓던 아버지.. 그렇게 생을 마감하는것도 참 의미있는 인생이라고 생각한다. 시간의 흐름에 따라 조금씩 변해가는 치매아버지의 연기는 과연 압권이고 억지설정이나 감동없이 잔잔하게 연출한 느낌도 좋았다. 가슴에 오래도록 남을 영화다.",8,1
park****,2020.05.29. 20:55,10,"아오이 유우, 연기가 훌륭하네요. 잔잔하면서도 진한 감동을 주는 영화였어요",5,0
bcoz****,2021.08.09. 21:35,10,긴이별이네요..유코짱,4,0
prah****,2021.03.21. 04:07,10,보는 내내 그녀의 표정을 살피게 되더군요. 웃고 울고 걱정하고 풀죽고 하는 연기속에서 실제 유코상의 모습이 혹시 보일까 찾는 심정으로 봤어요. 부디 평안해지셨길... 진심으로 좋아하는 배우였어요. 오래도록 기억하겠습니다. 영화 좋았습니다.,8,4
skdl****,2022.01.01. 12:43,10,소설을 재밌게 읽고 영화도 재밌게 보고 이 영화에 나오는 타케우치 유코 라는 배우가 너무 예뻐서 검색해봤는데 아연실색. . . 안타깝네요ㅠㅠ 여배우 때문에 본 건 아니지만 종종 생각날 때마다 이 영화를 보게 될 것 같네요. 삼가 고인의 명복을 입니다,3,0
popp****,2021.07.21. 15:23,10,지금 만나러 갑니다는 저에게 최고의 영화입니다 편하게 쉬세요,3,0
msh6****,2020.09.28. 22:32,10,다케우치유코ㅠㅠ사요나라 평생 기억하겠습니다,3,0
jhk8****,2020.09.28. 02:40,8,봐야지봐야지 하다가...이제서야 유코언니 때문에 봤어요ㅠㅠ워낙 이런 잔잔한 영화를 좋아해서 저는 넘 좋았어요..담담하게 연기하는 배우들도 넘 좋구 억지 눈물 스토리도 없고....(아역 타카시 훈남)사요나라 마스터..!!그리고 웃고 있는 유코 언니 보니까ㅠㅠㅠ더 마음 아프네여ㅠㅠ,3,0
hunt****,2020.05.30. 20:43,10,치매 걸린 노인의 투병기가 아니라 힘든 상황 속에서 서로 믿고 의지하는 가족들의 이야기였다. 그래서 담담하면서도 위로가 되었다. 유우의 연기가 마음에 와 닿았다.,4,1
chan****,2020.05.30. 18:48,10,"조용하고 잔잔하고... 감동적이고 , 우리에게 교훈을 주네요~~",5,2
ehdr****,2020.09.28. 22:46,10,유코님의 햇살같은 웃음을 이제 마냥 행복하게만 볼 수 없다는게 너무 가슴아프네요.당신의 모든 순간을 응원했고 유코님을 보며 많은 위로를 받았습니다.감사합니다 유코님.,2,0
jtsu****,2020.09.28. 08:49,10,보석같은 사람은 왜 이리 빨리 떠나는지..고인의 명복을 빕니다.,2,0
tite****,2020.07.04. 23:51,10,"오랜만에 정말 볼만한 일본 영화가 나왔네요. 아버지의 흐린 기억이 과거에 머무는 순간순간들이 나올때마다, 저의 어린시절 기억까지 일깨워주고 아련해지는지... 놀랍고, 좋은영화입니다",2,0
yiru****,2020.06.04. 00:46,10,엄마랑 잔잔한 감동을 느끼면서 나름 재미있게 보고 봤네요^^;,2,0
top1****,2020.05.30. 00:46,10,처음 남기는 평이렇게 인생영화가그리고 아버지의 삶을 좀더 알게되는돌아가시는 아버지를 만나러 가면서 집앞에서 나의가족과의 시간을 만드는 모습은 정말이지엄청난 연출이 아닐수 없는듯하다 아~ 혼자서 펑펑울면서 봤네요,2,0
tim1****,2022.05.30. 17:11,8,이별을 통해 가족이란 무엇인가 일깨워주는 영화,1,0
anni****,2021.05.15. 03:39,10,"유코님 팬 이여서 봤는데, 슬프지만 좋은 영화 입니다",1,0
foco****,2021.03.07. 22:44,10,"기억이 하나씩 지워지는데.. 아내와 딸들 비 맞을까 걱정되어 마중나갔던 그때의 기억은 남아있어, 우산들고 놀이공원 마중나간 장면은 감동적이면서도 짠했음... 돌아가신 할머니 생각도 나고",1,0
sktj****,2021.01.02. 18:35,10,아오이유우의 작품 선택 능력이 점점 상향하여 믿고 보는 배우가 됨.,1,0
djle****,2020.11.06. 23:17,10,1. 어떻게 살아야할지 - 아니면 그런 생각을 해야겠다고 - 생각하게 되는 영화; 2. 모든 배우들 연기가 정말 좋네요 - 너무 자연스럽습니다; 3. 재미있습니다 - 다양하고 복잡하고 각자 힘든 삶이 가족에서 부딪히는 것; 4. 이제 후쿠시마로 일본 놀리지 않기로 했습니다 - 그게 개인의 일이 되었을때의 아픔의 크기를 상상하기 ...,1,0
aztu****,2020.10.07. 00:41,10,"고등학교때부터 빠졌던 배운데 너무 허망하게 간 것 같아 마음이 아픕니다. 프라이드, 런치의여왕 정말 재밌게 봤는데 ㅠㅠ 환생이 있다면 다음생에는 더 행복하게 사시길 바래요",1,0
hell****,2020.09.30. 19:38,10,너무 현실적이어서 더 슬픈 영화.. 생에 최선을 다 하자,1,0
t820****,2020.09.27. 12:17,10,앞으로 유코씨 영화는 못보겠구나 ㅠㅠ,1,0
yuji****,2020.09.08. 22:16,10,지난 겨울 대만에서 돌아오는 비행기에서 혼자 보면서 입틀막하고 엉엉 울면서 왔습니다.. 저희 가족 상황과도 비슷했어서.. 그냥 눙물이 막 주륵주륵 흐르더군요.. (혼자 봤으면 대성통곡했을 듯..)비행시간이 짧아 다 보지 못했어서 뒷이야기가 궁금하네요 한국에서 개봉했더라면 많은 이들에게 위로를 줬을 텐데.. 아쉽습니다,1,0
free****,2020.08.20. 00:42,8,무난한 해피엔딩이였다면 감동이 덜했을듯 합니다.행복은 본인 마음먹기에 달렸다고들 하지요.가끔은 서로를 비난할수 있지만 결국에는 본인이 단단해지면 주변환경이 쓰나미가 불더라도 뿌리깊은 나무처럼 잔가지는 흔들리지언정 땅속깊이 내린 뿌리는 절대 흔들리지 않고 본인의 행복을 찾아서 잘 찾아 떠나는듯 합...,1,0
eiri****,2020.06.06. 17:37,6,치매라는 소재인데 참 착하게 담아냈다. 영화다보니 좋게좋게 미화시킨 것도 있겠지만 남의 이야기는 결코 아닐지라 처음부터 끝까지 먹먹한 기분. 아오이 유우의 여전한 모습이 반가왔다.,1,0
star****,2020.06.05. 23:53,10,두고두고 보고싶은 인생영화 발견. 이런영화가 있어 맘이 따뜻합니다.,1,0
zhah****,2020.06.03. 20:27,10,저는 너무 좋았어요.스토리도 영상도 배우들연기도 담담하면서도 따뜻하고아름다웠음,1,0
busu****,2020.06.03. 16:41,10,신파극에 찌들려있어서 조금만 나른하거나 자극적인 요소가 없으면 재미없다로 단정짓고 살았던 내 자신을 반성한다. 일본 영화는 조용히 느리게 천천히 그 속에서 웃음과 힘듦을 이겨내는 메시지가 있다. 항상 옆에있는 가족들과 돈과 병앞에서 소리치는 감정의 분노가 아닌 슬프고 힘든 상황에서도 충분히 조용히 이겨...,1,0
haen****,2021.03.21. 13:33,10,유코짱 그립습니다... 보고 싶습니다...,2,1
namk****,2020.06.09. 11:17,10,별기대없이 봤는데 참으로 공감가는 영화네요~~누구나 한번쯤 겪을수있는 괜찮은 영화!,2,1
ohmy****,2020.05.31. 22:09,9,아오이 유우 때문에 무작정? 보러가도 괜찮은 영화. 하지만 그 이유때문에 영화를 봤다기엔 너무나 괜찮은 영화.,2,1
jjy0****,2020.05.30. 20:58,10,정보 없음,2,1
qhdr****,2020.05.28. 08:48,8,"먼저 야마자키 츠토무 배우의 치매연기에 정말 박수를 보내고 싶습니다. 치매노인과 가깝게 사는 입장에서 저정도로 훌륭한 연기를 해낸다는게 놀라웠습니다. 그리고 연출 부분에서도 좋았는데, 초반부에 아버지가 골라놓은 감자샐러드의 건포도를 딸이 다시 박아넣는 장면은 아버지가 치매라는 걸 부정하는 포인트를 여실...",2,1
keyg****,2020.05.27. 22:56,9,잔잔한 분위기가 좋았으나 잔잔하기만 하다... 오랜만에 보는 천사 유코누님 보는 즐거움도 컸네요,2,1
kill****,2020.05.29. 19:30,9,영화 보면서 절 키워주신 할머니가 생각나네요  너무 비슷했어요   스토리도 좋았지만 시골 배경이 너무 아름다웠어요   배우분들의 연기도 엄청좋았구요,3,2
hanm****,2024.02.07. 11:12,6,222。치매를 앓고 있는 아버지와 그 가족의 이야기입니다. 제가 좋아하는 아오이 유우 씨와 다케우치 유코 씨를 함께 볼 수 있어서 좋았습니다! -잇쇼켄메-,0,0
chan****,2023.08.27. 00:45,10,자극적인 시대에 이런 감성은 너무 행복합니다.,0,0
drtm****,2023.07.10. 21:58,10,유코상....에효...,0,0
nude****,2023.01.30. 04:38,10,잔잔한 가족이야기. 감동적이다.,0,0
ploi****,2023.01.30. 04:23,10,"이건 10점을 안줄래야 안줄수가 없다. 조금씩 천천히 스며들어 마지막엔 진한 여운을 남기네. 인생을 돌아보게 만들고, 내 마지막 모습을 생각해보게 된다... 배우들 연기도 훌륭하고 작품성도 훌륭하다. 마지막 엔딩 노래까지 좋다",0,0
