date,title,url,content,summary
20200101,올해 원/달러 환율 롤러코스터…연중 변동폭 110원 달해,https://n.news.naver.com/mnews/article/001/0011305559,"올해 원/달러 환율은 롤러코스터를 타는 듯했다. 연중 고점과 저점 차이가 110원 가까이에 달했다.국내 성장세가 낮아진 가운데 미·중 무역분쟁, 일본 수출규제, 홍콩 시위 등 재료가 위력을 떨친 한해였다.전문가들은 내년 연평균 원/달러 환율을 올해와 비슷한 1,165원 안팎으로 전망했다. 내년 한국 성장률이 올해와 비슷하거나 소폭 오르는 데 그치면서 원화가 강세를 나타내기 어렵다는 이유에서다.올해 마지막 거래일인 30일 서울 외환시장에서 원/달러 환율은 달러당 1,156.4원에 거래를 마쳤다. 첫 거래일인 1월 2일 종가보다 37.4원 올랐다.원/달러 환율 종가 기준 연고점은 1,222.2원이었다. 이는 2016년 3월 이후 최고치다. 연저점은 1,112.7원이다. 연중 변동폭이 109.5원에 이른다.올 한해 원/달러 흐름을 보면 1∼3월에는 1,110∼1,130원대에서 비교적 안정적으로 움직였다.그러다가 1분기 한국 경제가 전분기보다 역성장했다는 소식이 나온 4월 말에 단숨에 1,150원 후반대로 치솟았다. 성장률 하락에 미중 무역분쟁 격화 우려, 일본 수출규제까지 겹치며 투자심리는 악화 흐름을 이어갔다.미국, 중국 환율조작국 지정  사진합성·일러스트8월 들어서는 미중 갈등과 홍콩 악재로 글로벌 금융시장이 요동쳤고, 원/달러 환율도 치솟았다.위안화 가치가 달러당 7위안까지 낮아지는 '포치' 현상이 발생하자 미국 재무부는 8월 5일 중국을 환율조작국으로 전격 지정했다. 이에 무역갈등이 환율전쟁으로 번질 수 있다는 우려가 확산하는 가운데 원/달러 환율은 이날 장중 1,220원을 돌파했다. 이날 코스피지수는 1,900대 초반으로 주저앉았다.여기에 홍콩시위가 격화하며 중국 정부가 병력을 투입할 수 있다는 우려마저 가세하자 8월 13일 원/달러 환율은 1,222.2원으로 올라 2016년 3월 2일 이후 최고치를 찍었다.이후 9월 들어서 미중 무역협상이 재개되면서 원/달러 환율이 1,200원 이하로 내려가는 등 '숨 고르기' 양상을 보였다.",올해 원/달러 환율은 롤러코스터를 타는 듯했다.
20200101,"위험선호 분위기 속 원/달러 환율 1,150원대로 하락 출발",https://n.news.naver.com/mnews/article/001/0011304099,"30일 오전 원/달러 환율이 하락한 채로 출발했다.이날 서울 외환시장에서 원/달러 환율은 오전 9시 5분 현재 전 거래일보다 2.3원 내린 1,159.2원을 나타냈다.환율은 1.5원 하락한 1,160.0원에 개장해 낙폭을 소폭 키웠다.글로벌 금융·외환시장에서는 주식과 신흥국 통화 등 위험자산 선호 심리가 이어진 데 따른 영향을 받는 것으로 보인다.미중 무역합의 낙관론 속 27일 뉴욕증시의 다우존스30 산업평균지수, 스탠더드앤드푸어스 500지수는 사상 최고치를 또 경신했다. 나스닥 지수는 장중 최고치를 새로 썼지만, 그간 상승에 따른 피로감에 소폭 하락한 채로 장을 마감했다.국내 지표도 개선 기미를 보였다.통계청이 발표한 11월 산업활동동향에 따르면 지난달 전 산업생산은 전월 대비 0.4%, 소매판매액은 3.0%, 설비투자는 1.1% 증가했다.이날 원/달러 환율은 월말 수출업체의 달러화 네고 물량, 외국인의 국내 증시 순매수 동향 등에 영향을 받을 전망이다.다만 이날이 올해 마지막 거래일인 만큼 거래량이 적어 장중 변동성은 크지 않을 것으로 보인다.","30일 오전 원/달러 환율이 하락한 채로 출발한 원/달러 환율은 오전 9시 5분 현재 전 거래일보다 2.3원 내린 1,159.2원을 나타냈다."
20200102,새해 첫 거래일 원/달러 환율 상승 마감,https://n.news.naver.com/mnews/article/001/0011311812,"새해 첫 거래일인 2일 원/달러 환율이 올랐다.이날 서울 외환시장에서 원/달러 환율은 전 거래일보다 1.7원 오른 달러당 1,158.1원에 거래를 끝냈다.환율은 2.6원 내린 1,153.8원에 개장해 오전 중 상승세로 돌아섰다.주식 등 위험자산 선호 분위기 속 아시아 증시가 일제히 강세를 나타냈지만, 코스피만 나 홀로 약세를 보이자 원화 자산에 대한 투자심리가 나빠진 것으로 보인다.이날 홍콩 항셍지수, 중국 상하이종합지수, 대만 자취안지수 등 아시아 증시는 상승세를 보였다.","서울 외환시장에서 원/달러 환율은 전 거래일보다 1.7원 오른 달러당 1,158.1원에 거래를 끝냈다."
20200103,중동 긴장 고조로 금융시장 불안…주가·환율·금리 '출렁',https://n.news.naver.com/mnews/article/001/0011313974,"미국과 이란의 갈등이 고조되면서 3일 코스피가 1%대의 상승분을 반납하고 원/달러 환율이 오르는 등 국내 금융시장이 출렁거렸다.이날 코스피는 전 거래일보다 1.29포인트 오른 2,176.46으로 거래를 마쳤다.지수는 전장보다 17.41포인트 오른 2,192.58로 출발해 장 초반 1% 안팎 상승세를 이어갔다. 그러나 오전 중 이란 군부 실세를 겨냥한 미국의 공습 소식이 전해진 후 상승 폭을 대부분 반납하고 장 막판까지 보합권에서 등락을 거듭했다.앞서 이란 군부 실세인 거셈 솔레이마니 쿠드스군 사령관이 2일 이라크 바그다드에서 미군 공습에 사망했다.미국 국방부가 도널드 트럼프 미국 대통령의 지시에 따라 미군이 솔레이마니 사령관을 살해했다고 발표하고, 이란 최고지도자 아야톨라 알리 하메네이는 미군 공습에 강력히 보복하겠다고 밝히자 미국과 이란의 무력 충돌 우려가 불거졌다.유가증권시장에서는 외국인이 2천648억원, 개인이 2천715억원을 각각 순매수했다. 반면 기관은 5천452억원어치를 순매도했다.코스닥지수는 전 거래일보다 4.09포인트 내린 669.93에 마감했다.지수는 3.55포인트 오른 677.57로 개장해 강세 흐름을 보이다가 마찬가지로 미국의 공습 소식에 약세로 돌아섰다.2일 이라크 바그다드의 미국 대사관 앞을 경비하는 이라크 대테러부대반면 안전자산인 달러화와 엔화 가치는 강세 흐름을 보였다.이날 서울 외환시장에서 원/달러 환율은 전일 종가보다 9.0원 오른 달러당 1,167.1원에 거래를 마쳤다.환율은 0.4원 오른 1,158.5원에 개장해 장 초반 보합권에서 등락하다 미국의 솔레이마니 사령관 공습 소식이 신흥국 통화 약세를 촉발하자 오전 11시께 상승 흐름을 탔다.이날 오후 4시 30분 기준 엔/달러 환율은 전장 뉴욕 대비 0.525엔 하락한 108.030엔을 나타냈다.금융시장의 불안감이 커지자 국고채 금리도 일제히 큰 폭으로 하락했다.이날 서울 채권시장에서 3년 만기 국고채 금리는 전 거래일보다 5.7bp 내린 연 1.270%에 마감했다.10년물은 연 1.555%로 8.3bp 하락했다. 5년물과 1년물도 각각 연 1.361%, 연 1.299%로 8.0bp, 2.0bp 내렸다.20년물은 연 1.601%로 6.0bp 내렸다. 30년물은 연 1.586%로 6.6bp 내리고 50년물은 연 1.588%로 6.4bp 하락 마감했다.한편 국제유가는 중동 지정학 위험 고조에 급등하고 있다.",미국과 이란 이란의 갈등이 고조되면서 3일 코스피가 1%대의 상승분을 반납하고 원/달러 환율이 오르는 등 국내 금융시장이 출렁거렸다.
20200103,이란군 일인자 美공습 사망에 원/달러 환율 9원 급등,https://n.news.naver.com/mnews/article/001/0011313720,"3일 원/달러 환율이 9원 뛰었다.이란 군부 실세인 거셈 솔레이마니 쿠드스군 사령관이 이라크 바그다드에서 미군 공습에 사망했다는 소식에 중동 정세에 대한 우려가 커진 영향이다.이날 서울 외환시장에서 원/달러 환율은 전일 종가보다 9.0원 오른 달러당 1,167.1원에 거래를 마쳤다.환율은 0.4원 오른 1,158.5원에 개장해 장 초반 보합권에서 등락하다 오전 11시께 상승 흐름을 탔다.미국의 솔레이마니 사령관 공습 소식이 원화를 비롯한 신흥국 통화 약세를 촉발했다.이란 최고지도자 아야톨라 알리 하메네이는 솔레이마니 사령관 사망 이후 긴급 성명을 통해 미군의 공습에 대해 강력히 보복하겠다고 밝혔다.금융·외환시장에서는 이란이 실제로 미국에 보복을 가할 경우 중동 정세가 더 격화할 수 있다는 우려가 확산하는 모습이다.민경원 우리은행 연구원은 ""최근 원/달러 환율이 '바닥을 다지고 있다'는 평가가 나온 가운데 중동 발 위험회피 재료에 환율이 상승했다""고 말했다.원/엔 재정환율은 오후 3시 30분 기준 100엔당 1,079.60원이다.","원/달러 환율은 전일 종가보다 9.0원 오른 달러당 1,167.1원에 거래를 마쳤다."
20200103,중동 긴장고조로 국내 금융시장 '출렁'…주식·원화·금리↓,https://n.news.naver.com/mnews/article/001/0011313559,"미국과 이란의 갈등이 고조되면서 3일 코스피가 1%대의 상승분을 모두 반납하고 원/달러 환율이 오르는 등 국내 금융시장이 출렁거렸다.이날 오후 2시 32분 현재 코스피는 전 거래일보다 0.83포인트 내린 2,174.34를 가리켰다.지수는 전장보다 17.41포인트 오른 2,192.58로 출발해 상승세를 이어가다가 미국의 이란 공습 소식이 전해진 후 상승 폭을 대부분 반납하고 보합권에서 등락하고 있다.앞서 이란 군부 실세인 거셈 솔레이마니 쿠드스군 사령관이 2일 이라크 바그다드에서 미군 공습에 사망했다.이날 미국 국방부가 도널드 트럼프 미국 대통령의 지시에 따라 미군이 솔레이마니 사령관을 살해했다고 밝히면서 미국과 이란의 무력 충돌 우려가 불거졌다.유가증권시장에서는 기관이 4천196억원어치를 순매도했다. 개인과 외국인은 각각 2천517억원, 1천611억원을 순매수했다.같은 시각 코스닥지수는 전 거래일보다 3.26포인트 내린 670.76을 나타냈다.지수는 3.55포인트 오른 677.57로 개장해 강세 흐름을 보이다가 약세로 돌아섰다.반면 안전자산인 달러화와 엔화 가치는 강세 흐름을 보이고 있다.서울 외환시장에서 원/달러 환율은 이날 오후 2시 32분 현재 전일보다 8.3원 오른 달러당 1,166.3원을 나타냈다.환율은 0.4원 오른 1,158.5원으로 출발해 소폭 하락세로 전환했다가 다시 상승 폭을 키우고 있다.같은 시각 엔/달러 환율은 전장 뉴욕 대비 0.447엔 하락한 108.108엔을 나타냈다.금융시장의 불안감이 커지자 국고채 금리도 일제히 하락했다.이날 오전 11시 30분 기준 서울 채권시장에서 3년 만기 국고채 금리는 전 거래일보다 2.1bp 내린 연 1.306%를 기록했다.10년물은 연 1.599%로 3.9bp 하락했다. 5년물과 1년물도 각각 4.1bp, 0.9bp 내렸다.20년물은 1.640%로 2.1bp 내리고 30년물과 50년물은 각각 1.629%로 2.3bp 하락했다.한편 국제유가는 중동 지정학 위험 고조에 급등하고 있다.",미국과 이란의 갈등이 고조되면서 3일 코스피가 1%대의 상승분을 모두 반납하고 원/달러 환율이 오르는 등 국내 금융시장이 출렁거렸다.
20200106,"美·이란 갈등 고조에 원/달러 환율 5원 오른 1,171원대 마감",https://n.news.naver.com/mnews/article/001/0011317871,"미국과 이란 간 갈등이 고조되면서 6일 원/달러 환율이 5원 오른 1,171원대에 마감했다.이날 서울 외환시장에서 원/달러 환율은 전 거래일보다 5.0원 오른 달러당 1,171.1원에 거래를 끝냈다.환율은 1.0원 오른 1,168.1원에 거래를 시작해 오전 한때 1,166.5원까지 내려가기도 했지만 상승세로 돌아섰다.미군의 이란 공습으로 시작된 중동발 지정학적 위험이 영향을 줬다.이란의 군부 실세인 거셈 솔레이마니 혁명수비대 쿠드스군 사령관이 미국의 공습으로 사망하자, 이란은 '가혹한 보복'을 선언하며 '군사적 대응'을 예고했다.이에 도널드 트럼프 미국 대통령은 이란의 공격 시 52곳에 반격할 준비가 돼 있다며 강하게 경고했다.미국과 이란 간 무력 충돌 우려가 커지면서 이날 코스피는 전 거래일보다 21.39포인트 내린 2,155.07로 종료했다.전승지 삼성선물 연구원은 ""중동 지역 긴장 때문에 주가와 신흥국의 통화 가치가 전반적으로 하락했고 위안화 가치도 약세를 보였다""며 ""이에 원/달러 환율도 영향을 받았다""고 말했다.원/엔 재정환율은 오후 3시 30분 현재 100엔당 1,085.33원이다.","6일 원/달러 환율이 5원 오른 1,171원대에 마감했다."
20200106,美-이란 갈등에 금융시장 불안 지속…주가↓·환율·유가↑,https://n.news.naver.com/mnews/article/001/0011316599,"미국과 이란의 갈등 고조로 6일 장 초반 국내 주가가 하락하고 원/달러 환율과 유가가 상승하는 등 금융시장의 불안감이 지속되고 있다.이날 오전 9시 15분 현재 코스피는 전 거래일보다 19.72포인트 내린 2,157.19를 가리켰다.지수는 전장보다 21.49포인트 내린 2,154.97로 출발해 약세 흐름을 이어가고 있다.같은 시각 코스닥지수는 전 거래일보다 8.92% 내린 666.01을 나타냈다.이런 주가 하락은 중동발 리스크로 인해 투자 심리가 위축된 결과로 분석된다.이날 서울 외환시장에서 원/달러 환율은 오전 9시 15분 현재 전 거래일 종가보다 0.4원 오른 달러당 1,167.5원을 나타냈다.환율은 전 거래일 종가보다 1.0원 오른 1,168.1원에 거래를 시작해 한때 1,166.5원까지 내려가기도 했지만 대체로 상승 흐름을 이어가고 있다.금융시장 불안감이 커지자 3년물을 제외한 국고채 금리도 일제히 하락했다.이날 오전 9시 53분 기준 서울 채권시장에서 5년물은 연 1.358%로 0.3bp 하락했다. 10년물과 20년물도 각각 1.3bp, 0.1bp 하락했다. 30년물은 1.579%로 1.6bp 내렸다.한편 국제유가는 상승세를 지속하고 있다.이날 오전 9시 58분 기준 2월물 서부 텍사스산 원유 가격은 배럴당 1.30달러 오른 63.86달러를 기록했다.",미국과 이란의 갈등 고조로 6일 장 초반 국내 주가가 하락하고 원/달러 환율과 유가가 상승하는 등 금융시장의 불안감이 지속되고 있다.
20200106,美·이란 긴장 고조…원/달러 환율 상승 출발,https://n.news.naver.com/mnews/article/001/0011316424,"미국과 이란 간의 긴장이 고조되면서 6일 원/달러 환율이 소폭 상승 출발했다.이날 서울 외환시장에서 원/달러 환율은 오전 9시 15분 현재 전 거래일 종가보다 0.4원 오른 달러당 1,167.5원을 나타냈다.환율은 전 거래일 종가보다 1.0원 오른 1,168.1원에 거래를 시작해 한때 1,166.5원까지 내려가기도 했지만 대체로 상승 흐름을 이어가고 있다.주말새 미국과 이란 간 군사적 긴장감이 고조되면서 신흥국 통화나 주식 등 글로벌 위험자산 선호 분위기가 꺾였다.이란의 군부 실세인 거셈 솔레이마니 혁명수비대 쿠드스군 사령관이 미국의 공습으로 사망하자, 이란은 '가혹한 보복'을 선언하며 군사적 대응을 예고했다.이에 도널드 트럼프 미국 대통령은 이란이 공격할 경우 52곳에 반격할 준비가 돼 있다며 강하게 경고했다.민경원 우리은행 연구원은 ""중동의 지정학적 위험 고조로 위험선호 줄었고 수입업체 결제를 비롯한 저가매수 우위가 지속함에 따라 원/달러 환율은 상승 압력이 더 클 것""이라고 말했다.같은 시각 원/엔 재정환율은 100엔당 1,080.68원이다.","원/달러 환율은 오전 9시 15분 현재 전 거래일 종가보다 0.4원 오른 달러당 1,167.5원을 나타냈다."
20200107,이란 리스크 관망…원/달러 환율 5.7원 하락 마감,https://n.news.naver.com/mnews/article/001/0011320360,"7일 원/달러 환율이 전날 상승분을 되돌리며 1,166원대에서 마감했다.이날 서울 외환시장에서 원/달러 환율은 전일 종가보다 5.7원 내린 달러당 1,166.4원에 거래를 끝냈다.환율은 3.6원 내린 1,168.5원에 거래를 시작해 한때 1,163.4원까지 내려간 뒤 1,163∼1,168원대에서 움직였다.미군의 이란군 실세인 거셈 솔레이마니 사령관 제거로 돌출된 중동 지정학적 리스크에 대한 우려가 일부 완화하면서 시장 참가자들은 이란 사태의 추이를 관망하는 모습이다.이란의 보복에 대한 우려가 있긴 하지만 양국이 전면전으로 치달을 가능성은 적다는 전망이 힘을 얻으면서 원/달러 환율이 하락세를 보였다.뉴욕 증시가 기술주를 중심으로 반등했고, 국내 증시에서도 외국인들이 장 초반부터 매수세를 보인 것도 영향을 미쳤다.민경원 우리은행 연구원은 ""뉴욕 증시에서 중동발 리스크에 대한 우려가 많이 희석됐고, 국내 증시의 외국인 매수세와 위안화 강세의 영향으로 원/달러 환율도 낙폭을 키웠다""고 말했다.원/엔 재정환율은 오후 3시 30분 현재 100엔당 1,076.16원이다.","7일 원/달러 환율이 전날 상승분을 되돌리며 1,166원대에서 마감했다."
