date,title,url,content,summary
20240101,"원/달러 환율, 1,280원대에 올해 거래 마감",https://n.news.naver.com/mnews/article/001/0014414818,"올해 마지막 거래일인 28일 원/달러 환율이 1,280원대 하락 마감했다.이날 서울 외환시장에서 달러 대비 원화 환율은 전날보다 6.2원 내린 1,288.0원에 거래를 마쳤다.환율은 0.2원 내린 1,294.0원에 개장해 달러 약세에 장중 낙폭을 확대했다.달러 인덱스는 지난밤 100.941로 전장보다 0.52% 내렸고 이날 아시아장에서 100.8선까지 내렸다.연말 거래량이 한산한 가운데 미국의 금리 인하 기대감이 지속됨에 따라 하락세를 이어간 것으로 보인다.환율은 올해 첫 거래일 1,261.0원에 거래를 시작해 1,300원 부근에서 오르내렸다. 지난 10월 4일에는 1,363.5원까지 올랐으나 이후 최근까지 미국의 금리 인하 기대감이 커지며 1,290원대 후반으로 안정화했다.같은 시각 원/엔 재정환율은 100엔당 912.28원이다.","29일 서울 외환시장에서 달러 대비 원화 환율은 전날보다 6.2원 내린 1,288.0원에 거래를 마쳤다."
20240101,"원/달러 환율, 장 초반 1,290원대 초반 하락",https://n.news.naver.com/mnews/article/001/0014413380,"올해 외환시장 마지막 거래일인 28일 장 초반 원/달러 환율이 1,290원대 초반으로 하락했다.이날 오전 9시 9분 현재 서울 외환시장에서 달러 대비 원화 환율은 전날보다 3.6원 내린 1,290.6원에 거래되고 있다.환율은 전날보다 0.2원 내린 1,294.0원에 개장해 낙폭을 키웠다.미국 연방준비제도의 금리인하 기대감이 지속되고 미국 국채금리가 하락하면서 지난밤 달러 인덱스는 100.941로 전장보다 0.52% 내렸다.다만 연말 거래량 부족으로 수급에 연동한 흐름이 이어지면서 이날 환율 등락 폭은 크지 않을 것으로 예상된다.같은 시각 원/엔 재정환율은 100엔당 914.30원이다.","올해 외환시장 마지막 거래일인 28일 장 초반 원/달러 환율이 1,290원대 초반으로 하락했다."
20240101,"원/달러 환율, 1,290원대 중반 보합권 마감",https://n.news.naver.com/mnews/article/001/0014412531,"27일 원/달러 환율이 1,290원대 중반 보합권에서 마감했다.이날 서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 0.3원 내린 1,294.2원에 거래를 마쳤다.환율은 1.3원 오른 1,295.8원에 개장해 1,290원대 초중반 좁은 폭에서 등락했다.연말 거래량이 적고, 대내외 대형 이벤트가 없는 상황에서 미국의 금리 인하 기대감이 지속됨에 따라 소폭 하락한 것으로 보인다.위험 선호 심리도 계속되고 있다. 이날 외국인은 유가증권시장에서 1천849억원을, 코스닥시장에서 2천450억원을 순매수했다.같은 시각 원/엔 재정환율은 100엔당 907.16원이다.","서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 0.3원 내린 1,294.2원에 거래를 마쳤다."
20240101,"원/달러 환율, 장 초반 1,290원대 중반서 등락",https://n.news.naver.com/mnews/article/001/0014411285,"27일 원/달러 환율이 장 초반 1,290원대 중반에서 등락하고 있다.이날 오전 9시 9분 현재 서울 외환시장에서 달러 대비 원화 환율은 전날보다 0.2원 내린 1,294.3원에 거래되고 있다.환율은 전날보다 1.3원 오른 1,295.8원에 개장했다.미국 연방준비제도의 금리인하 기대감이 이어지면서 간밤 달러는 하락했다. 달러인덱스는 101.727로 전장보다 0.25% 내렸다.다우존스30산업평균지수, 스탠더드앤드푸어스500지수, 나스닥지수 등 뉴욕증시가 위험선호 속에서 상승한 점도 원/달러 환율 하방 압력 요인이다.다만 연말 거래량이 많지 않고, 전날 하락 폭이 8.5원으로 컸던 만큼 이날 환율 변동 폭은 축소될 것으로 예상된다.같은 시각 원/엔 재정환율은 100엔당 907.62원이다.","27일 원 원/달러 환율이 장 초반 1,290원대 중반에서 등락하고 있다.이날 오전 9시 9분 서울 외환시장에서 달러 대비 원화 환율은 전날보다 0.2원 내린 1,294.3원에 거래되고 있다."
20240101,"원/달러 환율, 8.5원 내린 1,294.5원 마감",https://n.news.naver.com/mnews/article/001/0014410540,"26일 원/달러 환율이 장중 하락 폭을 키워 1,290원대 중반에서 마감했다.이날 서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 8.5원 내린 1,294.5원에 거래를 마쳤다.환율은 달러 약세를 반영해 전 거래일보다 4.0원 내린 1,299.0원에 개장한 뒤 1,300원 부근 좁은 폭에서 등락하다가 오후 들어 낙폭을 키우면서 장 중 한때 1,292.1원까지 떨어졌다.연말 거래량이 적은 상황에서 수급에 따라 낙폭이 커진 것으로 보인다.앞서 25일 성탄절 연휴를 앞두고 23일 발표된 미국의 11월 근원 개인소비지출 가격지수는 작년 동기 대비 3.2% 상승해 2021년 4월 이후 최저 수준의 상승률을 기록했다.이에 따라 연방준비제도의 3월 금리 인하 기대가 커졌다.같은 시각 원/엔 재정환율은 100엔당 910.05원이다.","서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 8.5원 내린 1,294.5원에 거래를 마쳤다."
20240101,"원/달러 환율, 장 초반 1,300원 부근 등락",https://n.news.naver.com/mnews/article/001/0014409507,"26일 원/달러 환율이 하락세로 출발해 장 초반 1,300원 부근에서 등락하고 있다.이날 오전 9시 11분 현재 서울 외환시장에서 달러 대비 원화 환율은 전 거래일보다 3.7원 내린 1,299.3원에 거래되고 있다.환율은 달러 약세를 반영해 전 거래일보다 4.0원 내린 1,299.0원에 개장한 뒤 1,300원 부근 좁은 폭에서 움직이고 있다.앞서 25일 성탄절 연휴를 앞두고 23일 발표된 미국의 11월 근원 개인소비지출 가격지수는 작년 동기 대비 3.2% 상승해 2021년 4월 이후 최저 수준의 상승률을 기록했다.이에 따라 연방준비제도의 3월 금리 인하 기대가 커졌다.다만 미국 물가 상승률 둔화가 시장에 이미 상당 부분 반영됐고, 연말 거래량이 적기 때문에 이날 장중 환율은 수급에 따라 등락할 것으로 예상된다.같은 시각 원/엔 재정환율은 100엔당 913.18원이다.","원/달러 환율이 하락세로 출발해 장 초반 1, 1,300원 부근에서 등락하고 있다."
20240101,"원/달러 환율, 하락 출발…1,290원대 후반 등락",https://n.news.naver.com/mnews/article/001/0014405456,"22일 원/달러 환율이 하락세로 출발했다.이날 서울 외환시장에서 달러 대비 원화 환율은 오전 9시 11분 현재 전일보다 5.9원 내린 1,299.2원에 거래되고 있다.환율은 간밤 달러 약세를 반영해 전일보다 6.8원 하락한 1,298.3원에 개장했다.미국 3분기 국내총생산 성장률 확정치가 하향 조정되면서 시장에서는 금리 인하 기대감이 높아졌다.미 상무부는 3분기GDP성장률 확정치가 전기 대비 연율 4.9%로 집계됐다고 21일 밝혔다.이는 지난달 발표된 잠정치 5.2%에서 0.3%포인트 하향 조정된 수치다. 월스트리트저널이 집계한 전문가 전망치에도 못 미쳤다.같은 시각 원/엔 재정환율은 100엔당 914.39원이다.","서울 외환시장에서 달러 대비 원화 환율은 오전 9시 11분 현재 전일보다 5.9원 내린 1,299.2원에 거래되고 있다."
20240101,"원/달러 환율, 6.2원 상승…1,305.1원 마감",https://n.news.naver.com/mnews/article/001/0014404490,"21일 원/달러 환율은 상승했다.이날 서울 외환시장에서 달러 대비 원화 환율은 전일보다 6.2원 오른 1,305.1원에 거래를 마쳤다.환율은 전일보다 4.1원 상승한 1,303.0원에 개장한 뒤, 1,301.9∼1,305.3원 사이에서 등락했다.미국보다 유럽이 먼저 금리 인하에 나설 수 있다는 기대가 높아지면서 달러는 간밤 강세를 나타냈다.연말을 앞두고 시장을 움직일 재료는 많지 않은 상황이다.오후 3시 30분 기준 원/엔 재정환율은 100엔당 911.98원이다.",21일 원/달러 환율은 상승했다.
20240101,"원/달러 환율, 상승 출발…1,300원대 초중반 등락",https://n.news.naver.com/mnews/article/001/0014403009,"21일 원/달러 환율이 상승세로 출발했다.이날 서울 외환시장에서 달러 대비 원화 환율은 오전 9시 30분 현재 전일보다 5.6원 오른 1,304.5원에 거래되고 있다.환율은 간밤 달러 강세를 반영해 전일보다 4.1원 상승한 1,303.0원에 개장했다.영국 소비자물가지수가 시장 예상보다 크게 둔화하면서, 미국보다 유럽이 먼저 금리 인하에 나설 수 있다는 기대가 높아졌다.영국의 11월CPI는 전년 동기보다 3.9% 상승해, 전월보다 둔화했으며 시장 예상을 하회했다.위험회피 심리가 고조된 것도 환율을 끌어올리는 요인이다.같은 시각 원/엔 재정환율은 100엔당 908.77원이다.",21일 원 원/달러 환율이 상승세로 출발했다.
20240102,"원/달러 환율, 새해 첫날 상승…12.4원 오른 1,300.4원 마감",https://n.news.naver.com/mnews/article/001/0014421700,"원/달러 환율이 새해 첫 거래일인 2일 상승했다.이날 서울 외환시장에서 달러 대비 원화 환율은 지난해 마지막 거래일보다 12.4원 오른 1,300.4원에 마감했다.환율은 5.0원 오른 1,293.0원에 개장한 이후 오후 들어 1,300원대까지 상승했다.달러는 미국 연방준비제도의 금리 인하 기대감에 역외에서 매수세가 활발해지며 강세를 보였다.또 6개국 통화에 대한 달러 가치를 나타내는 달러 인덱스가 5개월 만에 최저치로 떨어졌던 점을 고려할 때 되돌림 수요가 일어났다고 전문가들은 진단했다.다만 코스피가 이날 0.6% 오르는 등 상승 흐름을 보인 점은 상단을 지지하는 재료다.같은 시간 원/엔 재정환율은 100엔당 919.69원이다.",원/달러 환율이 새해 첫 거래일인 2일 상승했다.
