username,date,rating,review,likes,dislikes
blac****,2013.07.27. 19:29,9,아들인데도 진짜 엄마한테 미안해지는 영화..,207,10
ahra****,2013.07.04. 15:46,10,별 5개가아니라 수천수만개 주고픈 영화..너무너무 슬프고 마음 아픈영화였다 그리고 엄마의 진짜 따뜻한 마음을 느낄수 있는 영화였다,191,6
moka****,2013.07.26. 02:22,10,진짜 새벽에 보고 눈물 흘렸음,177,5
chjo****,2013.07.23. 01:06,10,눈이퉁퉁붓도록울었네요.....부모와자식은그런가봐요...오랜만에... 펑펑울어봤습니다. 정말잘봤습니다.... 두분연기에박수를보냅니다.......,167,2
kims****,2013.08.10. 02:04,10,엄마 사랑해,119,3
rndy****,2013.07.19. 23:00,10,난 그동안 엄마에게 한것이뭘까...영화보면서 엄마생각만 계속했다. 난 정말못난 딸이다,106,2
cjeu****,2013.11.17. 00:04,10,마지막에 지숙이가 자신의 딸을  돌봐야한다며 엄마와 헤어지고 기차에 오르는데 기차가 떠나고 김해숙이 뛰어가며 오열하는 장면에서 같이 울었어요  마치 딸을 저승으로 보내는 기분이 들어서 인것같은데.. 정말 영화 잘만들었네요,104,4
m505****,2013.07.26. 15:52,10,ㅠㅠㅠㅠ,90,1
dodo****,2013.03.11. 16:07,10,아진짜 엄마한테 잘해야지 짜증내지말아야지 전화먼저끊지말아야지 우리엄마사랑합니다,78,4
rdms****,2013.06.07. 10:36,10,이제 까지 봤던 영화중에 가장 많이 울었고 또 부모님에 대해서 더 애뜻하게 만들어준 훌륭한 영화다,74,3
skfk****,2013.03.09. 13:32,9,우리엄마랑 너무 똑같아서 보는내내 울었어요 맨날 이혼하라고 하는 난데 엄마는 우리땜에 이혼못한다 그러구 엄마땜에 못산다고 하면 엄마는 너땜에 산다그러는데 어쩜 똑같던지 아침되니까 눈이 팅팅 부었네요,50,0
gild****,2012.09.14. 05:01,10,영화내내 진짜 감동적이다. 중요한건.. 끝나고도 몇번씩이나 북받쳐오르게 한다. 몇번씩이나.. 정말,49,1
bsta****,2012.12.19. 04:05,10,아진짜 보고 눈물콧물 다짰다 이렇게 운영화는처음이고 엄마한테 꼭 자랑스럽고 효도하는딸될게,43,0
ahdz****,2013.04.11. 01:39,10,남자지만... 감수성이 풍부한 저로썬 이 영화 정말 잔인하게 슬프네요...  마지막 기차역에서 딸을 떠나보내며 달려갈때 숨막히게 울었네요...,38,1
woal****,2013.07.14. 00:30,10,이건 정말 수천수만개줘도 안아까운 영화 3년전에봣는데오늘보고 너무울엇고 엄마생각나서 울엇고그 딸이 암걸리고 기차타고갈때 엄마가 울면서따라갈때 그장면보고 저 펑펑 대성통곡을햇습니다 진짜 엄마 사랑합니다.,36,1
1996****,2013.05.12. 00:32,10,아직 결혼도 안했지만 영화를 보는 내내 괜히 엄마가 그리워지고 평소에 효도를 해야겠다는 생각도 들고..무엇보다도 정말 있을때 잘하라는 말이 와닿게 되는영화. 정말 엄마께 후회없이 잘해드리고싶은 마음이 드는 영화,30,1
wlsw****,2013.07.03. 01:21,10,정말..너무울어서 눈이 사라질거같아요 ㅠㅠ아진짜 연기너무잘하세요..진짜 한컷한컷마다 눈물이 진짜 우리 엄마 같아서..영화 진짜 말로 표현할수가 없어요..,31,2
olo5****,2013.12.18. 15:29,10,김해숙씨연기는정말 ㅠㅠ 감동그자체네요 너무잘봤고 공감했습니다,28,0
nerg****,2013.06.12. 14:45,10,김해숙 어머니.. 정말 우리 엄마 같은 생각이 들어서 너무 많이 울어버렸어요..정말이지 옆에 계실 때 잘 해드려야 겠어요.. 엄마 사랑해요...,28,0
oms7****,2013.05.12. 11:18,10,정말감동없이볼수없는영화..저같은경우는엄마랑생김새도너무비슷하시고딸성격도저랑비슷해서더몰입해ㅆ던거같네요,28,0
kore****,2013.05.15. 00:20,10,"평점 조작?? 영화를 끝까지 보고 그런 이야기를 할 수 있을까 의심이 되네요정말 눈물없이 볼 수 없는 영화입니다........ 최고,,,,,,,,,,, 10점밖에 줄수 없네요오랜만에 진한 눈물 흘리고 갑니다 감사합니다",28,2
pwj3****,2013.08.12. 01:30,10,원래 잘 안울어서 눈물은 안나왔지만 많은 공감과 감정을 느껴서 여운이 크네요...두 배우의 연기에 소름이 돋았습니다. 특히 김해숙씨. 세상의 모든 어머니들 존경합니다.,29,3
ffff****,2014.04.05. 13:48,10,김해숙님은 대한민국 최고의 여배우임.. 김해숙씨 최고의 연기로 모든 단점을 커버하는 영화,24,0
wgjd****,2013.01.10. 02:47,10,모든 딸들이 살면서 꼭 봐야되는 영화 !,24,0
kooy****,2013.08.30. 02:56,10,간만에 펑펑울었다 많은걸 생각하게하는 영화 부모님께 잘하자,23,0
s___****,2013.08.02. 01:47,10,사랑합니다 엄마 아버지 그리고 항상 고맙고 미안해요,22,0
djse****,2013.05.30. 23:15,10,9점때가 맞는 영화입니다!! 저희어머님 모습이보여서 보는동안 눈물이....ㅠㅠ,22,0
sant****,2013.03.09. 05:42,10,연기 참 잘한다...,20,0
ssom****,2013.08.21. 00:43,10,엄마에 대한 감사함을 잊고 살았다. 앞으로 엄마한테 그리고 부모님께 효도하고 다 나를 위한 거라고 생각하고 말씀 잘 들어야겠다.,19,0
o3o_****,2013.02.02. 14:48,10,중간부터 끝까지 계속 울면서봤던 영화는 정말 이게 처음 ..,18,0
xogm****,2013.03.28. 23:32,10,혼자 처음부터 끝까지 울면서 본 영화.... 딸이 죽는다는걸 알고봐서 더 많이 울며 본것 같다......,19,1
firm****,2013.04.02. 18:01,10,남자지만 몇번을 봐도 김해숙씨가 저희 어머니와 겹쳐서 눈물흘리며 영화를 봤어요.. 마지막엔 너무 울어서 머리가 깨질듯이 아프더라구요.. 다시태어나도 엄마 아들로 태어나야 겠다고 말씀드려야겠어요,16,0
phs1****,2013.11.05. 23:00,10,엄마에 대한 고마움과 미안함이 생각나고 헌신하는 엄마 생각에계속 울어서 영화를 제대로 못봤네요,13,0
clgn****,2013.01.25. 05:51,10,"나의바보같았던일,나를다시돌아볼수있게만드는영화. 엄마 내가정말사랑해 그리고 미안해",13,0
klyd****,2014.05.08. 15:15,10,가슴 찡한 영화~~강추 합니다!!!,12,0
hurm****,2013.08.05. 18:55,10,와진짜보면서계속엄마생각나더라구요엄마든아빠든잘해드려야겟어요ㅠㅠ,12,0
b121****,2012.12.24. 18:36,10,진짜 슬퍼요.....................ㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜ 우는정도가아니고 오열... 진짜  꼭봐야할영화 부모님한테잘합시다..,12,0
nako****,2013.08.21. 21:32,10,여태까지 본 영화들 중에 제일 슬펐으뮤ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,11,0
famt****,2012.06.04. 21:55,10,어느순간 눈물이 나온다. 말로는 이 감동 표현 못함. 개인적으로 아버지역할이 좋았음,11,0
jung****,2018.02.26. 01:17,10,"딸이 죽는다는걸 알고 본 영화. 결혼 후 더욱더 공감이 되고 그래서 더 슬펐던 영화. 신랑과 아이가 자고 혼자서 vod로 시청했는데, 정말 처음부터 끝까지 울며 본 영화라 어디가 슬픈지 콕 찝어서 말할 수 없더라... 그냥 엄마가 너무보고싶다",10,0
zaqx****,2013.08.19. 21:07,10,너무 슬퍼요,10,0
groo****,2013.07.18. 18:03,10,하..정말...엄마......,10,0
doky****,2020.10.21. 11:55,10,괜히 봤네요...엄마도 없는데 괜히 공감되는 척 울었잖아요... 연기자 분들이 연기를 너무 잘 하셔서 내 엄마라도 되는 마냥 울었네요. 나도 진짜 엄마 있었으면 좋겠다...진짜 가족...,9,0
kang****,2018.02.16. 04:11,10,"극장에서보고싶지않은영화. 그냥 집에서, 디비디방에서 혼자 펑펑 울면서 보고싶은 영화",9,0
eety****,2013.01.11. 04:37,10,진짜...눈물이안멈춘다...이거보면서엄마한잘못해드린거생각하면진짜...그냥한없이엄마한테미안하고앞으로더잘해드려야겠다...엄마...사랑해요,10,1
lyin****,2021.09.20. 18:28,10,김해숙님 가장 존경하는배우님 오랫만에 따듯한 눈물흘리며 봤습니다 제게는 어머니가 안계셔서 그리고 사내놈이라서 영화에담긴 엄마와딸에대한 그깊은감정 헤아릴순없지만 한참을 잔잔하게 만들어주셨습니다 이시대 가장 어머니상이신 김해숙배우님 늘건강하게 좋은 작품으로 뵙고싶습니다,8,0
dudd****,2019.12.09. 00:18,10,엄마 사랑해 정말 사랑해,8,0
dbst****,2015.10.18. 16:16,10,이건진짜....엄마가너무보고싶네요..,8,0
lyj6****,2014.05.11. 01:59,10,엄마생각가득나게하는영화!영화본것중에가장많이운작품!,8,0
clem****,2013.05.10. 18:03,10,이 영화 너무너무 잘봤습니다.엄마하고 둘이서 봤는데 얼마나 감동적인지 계속 눈물이 났네요 ㅠㅠ특히 엄마 역할 했었던 배우 김해숙씨 정말 대단하십니다...연기가 정말 최고이십니다!,8,0
yung****,2013.03.01. 21:21,10,이시대의 진정한 어머님상김해숙씨 연기는 정말 존경스럽네요전 연기가 뭔지도 모르는 사람이지만사랑합니다. 그리고 서른살이 되어도 미친듯이 울수있다는걸 가르쳐줘서,8,0
