word,score
교육,7
조국,6
학생,5
교육부,5
학교,5
모집,5
정시,4
교사,4
대학,4
아들,4
서울대,4
개최,4
2020,4
논란,4
학부모,3
외고,3
등록금,3
2020학년도,3
2020년,3
겨울방학,3
유은혜,3
올해,3
서울,3
진행,3
조국 아들,3
유치원,3
확대,3
징계,3
운영,3
선정,3
교수,3
금지,3
인권위,3
추진,2
유권자,2
실시,2
신입생,2
강화,2
장학금,2
대입,2
경쟁률,2
법원,2
변호사,2
예비,2
고교,2
고3,2
하향,2
수능,2
초등,2
자사고,2
법무부,2
서울시교육청,2
교육감,2
유치원 3법,2
3법,2
경기도교육청,2
공모,2
촉법소년,2
정시모집,2
전국,2
사립대,2
미래,2
수상,2
삼성,2
서울교육청,2
8일,2
총선,2
조사,1
프로그램,1
마감,1
블랙독,1
사립유치원,1
정시 경쟁률,1
단독,1
의혹,1
폐지,1
시작,1
통과,1
2019,1
4명,1
중1,1
개강,1
새해,1
반발,1
시험,1
경희사이버대학교,1
에어팟,1
대상,1
위헌,1
원장,1
사설,1
의견서,1
공부,1
부총리,1
유은혜 부총리,1
학교폭력,1
청소년,1
인상,1
연령,1
온라인,1
대리시험,1
제출,1
다시,1
조희연,1
사립대 등록금,1
대치동,1
이재정,1
네팔,1
접수,1
입학,1
마지막,1
고교생,1
검사,1
폐지는,1
전북,1
받은,1
자녀,1
요구,1
포토,1
출신,1
등록금 인상,1
편입생,1
인사,1
수학,1
초등학교,1
먼저,1
인터뷰,1
연속,1
성료,1
의견서 제출,1
정당,1
합격,1
확인,1
14만명,1
교사들,1
교육부 촉법소년,1
전략,1
오는,1
국어,1
충남교육청,1
자유학년제,1
외고 폐지는,1
조원태,1
정유라,1
충남도교육청,1
2021학년도,1
검토,1
사교육,1
모든,1
선거교육,1
정부에 의견서,1
정부에,1
자격,1
직위해제,1
재수정규반,1
연세대,1
ai,1
어린이집,1
기간제,1
예비소집,1
선거,1
13세,1
불공정,1
대학생,1
주예지,1
가능,1
제주,1
채용,1
속보,1
교원,1
안돼,1
편입생 모집,1
설명회,1
동결,1
등록금 동결,1
순천향대,1
학폭,1
입시,1
대한민국,1
98,1
열려라,1
열려라 공부,1
10일,1
폐지는 위헌,1
주요,1
진로체험,1
있는,1
수석,1
폭로,1
검찰,1
서울포토,1
국가고시,1
초등학생,1
