"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"카시오페아","ko99****","2022.06.01. 11:15","10","서현진 배우님 연기가 미쳤어요..","33","2"
"카시오페아","hann****","2022.06.01. 10:45","10","신파가 아닌 담담한 연출로 마지막에 자연스럽게 눈물이 나오는 영화 따뜻한 가족애가 느껴지는 영화","26","1"
"카시오페아","sall****","2022.06.01. 12:29","10","서현진 최고… 사람이 어떻게 저렇게 연기할 수 있는지… 너무 대단함…","25","2"
"카시오페아","twls****","2022.06.01. 12:21","10","왕왕 울었지만 따뜻해지고 소중해지는 영화","23","1"
"카시오페아","pala****","2022.06.01. 11:44","10","조조보구 왔는데 눈물 펑펑 쏟구왔어여.서현진 연기는 정말 대단대단..영화 본후  생각이 많아지게되네요..","19","1"
"카시오페아","wlgm****","2022.06.01. 09:51","10","따뜻한 영화입니다. 배우분들의 연기도 좋았아요","16","1"
"카시오페아","kura****","2022.06.01. 22:46","10","처음으로 운 영화연기가 미쳤어요","14","0"
"카시오페아","0605****","2022.06.01. 19:54","10","이게 서현진의 연기력이구나 라고 다시한번 감탄하게 만들었던 연기력이었다. 영화를 보면서 나의 상황과 겹치는 부분이 있어서 마음에 좀 많이 와닿았다. 알츠하이머는 아니지만 아직 어린 나이인 10대인데도 병이있다. 그 일로 인해서 힘들어 하는 내 모습이 영화에서 그대로 나왔다. 감동도 컸지만 알아가는것도 많았던 영화이다","12","0"
"카시오페아","wjdr****","2022.06.01. 12:36","10","와 젊은이들의 치매 요즘 관심사에 현실적이고 연기들이 좋네요","12","0"
"카시오페아","wisd****","2022.06.01. 12:27","10","담담한데 울컥하네요 뜨거운 감정같은 것이","11","0"
"카시오페아","ynk8****","2022.06.01. 10:37","10","우리동네가 너무 이쁘네요","11","0"
"카시오페아","jxm0****","2022.06.01. 22:14","8","2배우분이 보이는 연기그리고 이병에 대해 현실적으로 잘 표현했다고 생각해요 이런 영화가 상영관이 많아서 많은분들이 봤으면 좋겠어요","10","0"
"카시오페아","chlo****","2022.06.01. 22:13","10","서현진 연기가 정말 최고였어요","10","0"
"카시오페아","djaw****","2022.06.01. 21:39","10","서현진, 안성기 연기 천재들","10","0"
"카시오페아","bear****","2022.06.01. 19:13","10","펑펑 울다 나옴. 배우들의 호연","10","0"
"카시오페아","7bee****","2022.06.01. 14:38","10","현진언니 연기 넘 잘하시고 감동적인 영화였습니다","10","0"
"카시오페아","dbsw****","2022.06.01. 14:29","10","보는 내내 울었어요 ㅠ 꼭 보세요 댓글알바아니고 여운이 크게 남네요 ...서현진씨 연기 잘하는건 알았는데 이 정도 일줄이야 ,,,ㅠㅠㅠ","10","0"
"카시오페아","c539****","2022.06.01. 14:10","10","현진 배우 연기에  또감탄 합니다.이렇게 연기를 잘할수 있을까 먹먹 하면서 눈빛과 행동과 움직임 모든게 대단합니다.가족을 생각하게 되고 보는내내 눈물이 멈춰지지 않고 지금도 수진이(현진배우)를 계속 생생하게 떠올라요아직도 보지않은 분들은 꼭 추천 합니다.","10","0"
"카시오페아","lasa****","2022.06.01. 22:06","10","배우들의 연기력이 좋아 몰입도가 좋았습니다.자칫하면 몰입이 안되기 쉬운데 연출,연기,스토리 뭐 하나 빠짐없이 잘 만들었다는 생각이 드네요.영화 보면서 펑펑 울고 집에 가면서 부모님께 연락 드렸어요. 특히 집에 환우분이 있다면 더 공감되고 몰입이 되겠네요:)","9","0"
"카시오페아","hyej****","2022.06.01. 15:37","10","시사회때 보고 왔어요치매와 같은.. 이런 소재는 정말 연기를 잘 하는 사람이 해야한다고 생각하는데다시 한번 믿고 보는 연기력을 가진 배우임을 입증한 서현진과덤덤하게 아버지 역할 그 자체가 된 안성기몰입력이 상당한 영화였네요가족에 대해 다시 생각해볼수 있는 영화 추천합니다","8","0"
"카시오페아","ajko****","2022.06.01. 14:46","10","현실성 있는 스토리여서 감동 받았습니다. 서현진님의 연기가 너무 좋았고 다른 연기자분들 모두 연기실력이 뛰어나서 몰입해서 볼 수 있었습니다. 친구랑 봤는데 둘 다 눈이 퉁퉁 부어서 나왔습니다..","8","0"
"카시오페아","asj6****","2022.06.02. 09:15","10","서현진이라는 장미꽃과 안성기라는 안개꽃이 조화롭게 연출되었다. 특히 서현진이라는 배우는 '이빨 꽉 깨물고 연기하면 이렇게도 할 수 있다'는 것을 여지 없이 보여준 영화. 안성기의 건조한 듯 무뚝뚝한 연기가 서현진을 더 돋보이게 한다.","7","0"
"카시오페아","psh0****","2022.06.01. 22:31","10","서현진 배우님 연기는 역시.. 미쳤습니다 눈물 쏟고 싶을 때 꼭 보세요!!","7","0"
"카시오페아","mins****","2022.06.01. 19:49","10","안성기 배우님과 서현진 배우님 연기도 그렇고 다른 연기자분들 연기도 너무 좋았어요 같이 보시는 관람객분들도 다들 훌쩍 거리시더라구요 .. 물론 저도 광광 울었습니다 …. 너무 감동적인 영화였어요 꼭 보시길 바랍니다 .. +무대인사도 보고 왔습니다 ..!","7","0"
"카시오페아","insu****","2022.06.01. 19:29","10","담백하면서도 울림이 강한 영화입니다.서현진 배우님 연기 잘한다는건 알았는데 정말 사람이 순식간에 빠져들게 하는 매력이 있어요.꼭 보세요. 저는 한번 더 보러가려구요","7","0"
"카시오페아","j180****","2022.06.01. 18:01","10","딸 아이를 둔 엄마의 입장으로 영화를 보니까 영화관에서 오열할 정도로 슬프고 마음이 힘들었어요.. 내가 낳은 사랑스러운 내 아이를 기억하지 못한다는 사실을 받아들일 수 있는 엄마가 어디있을까요? 서현진, 안성기 두 분의 연기가 더 빛났던 영화였어요. 치매 환자와 곁에 있는 가족들의 현실적인 모습까지 담겨져서 진...","7","0"
"카시오페아","leel****","2022.06.01. 15:38","10","연기 미쳤어요 정말로 진짜로여","7","0"
"카시오페아","dbsw****","2022.06.01. 14:29","10","보는 내내 울었어요 ㅠ 꼭 보세요 댓글알바아니고 여운이 크게 남네요 ...서현진씨 연기 잘하는건 알았는데 이 정도 일줄이야 ,,,ㅠㅠㅠ","7","0"
"카시오페아","hjhj****","2022.06.01. 14:05","10","서현진이 너무 실감나게 연기를 잘해서 보는 사람도 같이 몰입하게 되서 좋았음 서현진이 아니면 어색했을 정도로 잘했어요","7","0"
"카시오페아","93_h****","2022.06.02. 18:29","10","영화 보면서 이렇게 계속 울기는 처음이에요. 은평의 아름다운 배경도 감동이었습니다! 배우분들 연기 정말 최고에요. 더 많은 시간대에 상영했으면 좋겠습니다. 신연식 감독님 좋은 영화 만들어주셔서 감사합니다.","6","0"
"카시오페아","toj1****","2022.06.02. 16:41","10","지금 우리 사회에 필요한 영화같습니다. 너무 감동깊이 잘 봤습니다.","6","0"
