"영화제목","작성자","작성일","평점","리뷰","공감수","비공감수"
"더 파더","chou****","2021.04.07. 12:49","10","최고의 공포 영화이자, 사실보다 사실적인 스릴러이며, 누군가의 고통스러운 현실","69","2"
"더 파더","in_m****","2021.04.07. 14:22","10","올해 역대급 연기... 안소니 홉킨스가 왜 명배우인지 증명한다","42","3"
"더 파더","vvs3****","2021.04.09. 22:49","10","일시적인 오락이나 매체가 아닌 마치 시청자 본인이 치매환자가 된 것 같은 간접적인 체험의 몰입감이 상당합니다. 진정한 영화이자 매체의 순기능이라고 생각해요. k신파에 질리던 분들에게 추천드려요. 눈물은 이렇게 저렇게 짜내야 한다는게 아니라 섬세한 빌드업을 통해 가슴이 먹먹한 감동은 이렇게 전해야한다는 것을 보여줍니다. 그리고 안소니는 역시 안소니입니다ㅜㅜ","36","5"
"더 파더","nsea****","2021.04.07. 13:45","7","와… 이건 진짜 ㄷㄷㄷ 하네요. 이렇게 리얼하게 무서울 수가 있을까요. 처음엔 혼란스럽다가 나중엔 완전 공포네요… 꼭 봐야할 영화인 것 같습니다.","23","0"
"더 파더","ssta****","2021.04.07. 13:02","10","혼란스럽고 두렵고 먹먹합니다.","18","0"
"더 파더","gjdb****","2021.04.07. 12:50","10","그걸 겪는 사람들에게는 미치도록 무섭다","16","0"
"더 파더","sumi****","2021.04.09. 12:26","10","영화를 본 게 아니고 그의 머릿속에 들어갔다 나온 기분. 너무 먹먹하고 슬프다. 결국 바스라질 기억들이라지만 이런 사라짐은 너무 가혹하다.","14","0"
"더 파더","kamm****","2021.04.07. 15:30","8","치매 환자의 머리속을 들여다 본 느낌. 안소니의 연기에 무한 갈채를 보냅니다~~","19","5"
"더 파더","mast****","2021.04.07. 12:17","10","'치매'라는 주제로 잔인할정도로 사실적으로 찝어냄","19","5"
"더 파더","rlag****","2021.04.10. 19:48","8","누구나 다룰 수 있는 소재지만 누구도 따라할 수 없는 방식으로 표현했네요. 안소니의 연기는 당연히 놀라운거고 연출이 정말 마음에 들었어요. 정말 감탄할만한 짜임새였습니다. 치매라는 병에 대해 정말 많이 연구하고 만든 영화라는 생각이 들었어요. 이제 이 감독님 영화도 기대하고 보겠네요.","7","0"
"더 파더","ygee****","2021.04.11. 17:49","10","재작년에 치매로 돌아가신 우리 아버지가 왜 그토록 시계를 찾으셨는지...왜 그토록 할머니할아버지가 어디계시냐고 찾으셨는지 이해가 되는 영화였습니다.안소니 홉킨스가 돌아가신 나의 아버지와 너무나 닮아 저에게는 크나큰 감동이었습니다.","6","0"
"더 파더","tear****","2021.04.10. 21:51","9","'내 낙엽이 다 떨어진 것 같아.' 애 취급 말라던 안소니가 엄마가 보고 싶다며 아이처럼 안겨 울 때 나도 같이 울었다. CD가 튀어서 같은 순간이 반복되듯 이어지지 못하고 멈춘 노인의 기억체계. 자기를 잃어가지만, 그의 시선에서는 가족과 돌봄이들이 자신을 속이고 뺏으려 든다. '치매=죽음'이라 생각하는 내게 이런 슬픈 ...","7","1"
